date,month,day,weekday,high_temp,low_temp,weather,menu_1_sales,menu_2_sales,menu_3_sales,menu_4_sales,menu_5_sales,menu_6_sales,menu_7_sales,menu_8_sales,menu_9_sales,menu_10_sales,menu_11_sales,menu_12_sales,menu_13_sales,menu_14_sales,menu_15_sales,menu_16_sales,menu_17_sales,menu_18_sales,menu_19_sales,menu_20_sales,menu_21_sales,menu_22_sales,menu_23_sales,menu_24_sales,menu_25_sales,menu_26_sales,menu_27_sales,menu_28_sales,menu_29_sales,menu_30_sales,ice_drink_sales,hot_drink_sales,revenue
2022-01-01,1,1,5,3,-4,0,1,1,1,1,1,1,2,1,2,2,2,2,2,1,1,1,1,3,1,2,1,2,3,2,2,2,1,1,1,2,101,169,105978
2022-01-02,1,2,6,4,-1,0,1,2,1,1,2,4,2,1,2,1,1,1,1,2,3,1,1,1,1,1,1,1,1,1,2,1,1,2,1,2,80,178,190266
2022-01-03,1,3,0,9,0,0,1,1,2,2,3,1,1,1,3,2,2,1,2,3,1,2,3,2,1,2,3,1,3,1,2,3,2,1,2,2,71,152,199661
2022-01-04,1,4,1,4,-3,0,1,1,1,1,2,1,1,3,3,1,3,1,2,2,2,1,1,1,1,1,3,3,2,1,1,3,2,2,3,1,73,128,114925
2022-01-05,1,5,2,2,-4,0,3,1,1,1,2,1,2,1,2,1,2,2,1,1,2,1,2,1,1,2,2,2,2,1,3,1,1,2,2,1,87,140,150841
2022-01-06,1,6,3,8,0,0,2,2,2,1,1,2,2,3,2,2,3,2,2,2,2,1,3,1,3,2,1,1,1,1,2,1,2,2,1,1,67,144,180455
2022-01-07,1,7,4,1,-5,1,1,1,1,1,2,2,1,2,1,3,2,2,2,3,2,2,2,1,3,1,1,1,1,1,2,1,1,1,2,1,68,146,130789
2022-01-08,1,8,5,9,3,0,2,1,1,2,1,3,1,1,2,2,3,3,2,3,2,3,1,1,2,1,1,1,2,2,3,1,2,1,2,2,90,172,130552
2022-01-09,1,9,6,1,-7,1,2,1,1,1,1,1,2,2,1,2,1,1,2,2,2,2,2,2,3,1,2,3,2,1,2,3,1,2,1,1,80,169,191270
2022-01-10,1,10,0,4,-3,1,1,2,1,1,1,3,2,1,1,1,2,2,2,1,1,1,1,1,2,1,3,1,1,1,1,2,1,2,1,1,75,135,197897
2022-01-11,1,11,1,1,-4,0,2,2,1,3,1,1,1,2,3,2,1,2,1,3,1,2,1,3,1,3,1,2,1,1,2,1,1,2,1,2,77,145,115083
2022-01-12,1,12,2,7,0,0,2,1,2,1,2,1,2,1,2,2,1,1,2,2,1,3,3,1,1,2,1,1,1,3,1,1,1,2,2,2,67,140,187495
2022-01-13,1,13,3,3,-3,0,3,3,2,1,2,2,2,3,1,2,2,1,1,1,1,1,2,2,2,3,1,2,1,1,3,3,2,2,1,1,72,130,164343
2022-01-14,1,14,4,1,-7,1,2,2,1,1,3,2,2,3,3,1,2,1,2,1,1,1,1,2,1,2,3,1,2,3,1,1,2,2,4,3,75,129,140284
2022-01-15,1,15,5,2,-3,0,1,2,1,1,1,1,2,1,3,3,1,1,3,1,1,2,1,2,2,1,1,2,1,3,1,2,2,1,1,1,107,162,113920
2022-01-16,1,16,6,7,-1,1,3,2,3,1,1,2,1,1,1,2,1,2,3,2,1,3,1,2,1,2,2,1,1,1,2,2,1,1,1,1,105,170,188636
2022-01-17,1,17,0,4,-1,1,1,1,2,2,1,1,1,1,3,1,2,1,2,2,1,2,1,1,3,1,1,1,1,1,2,2,1,1,2,2,86,133,170877
2022-01-18,1,18,1,4,-1,1,1,2,3,2,1,1,1,2,1,2,1,2,2,3,4,1,2,1,1,3,2,3,3,1,1,1,2,4,2,2,70,141,160782
2022-01-19,1,19,2,3,-2,1,1,1,2,2,1,2,1,2,3,2,1,2,1,1,3,1,2,2,1,1,1,1,1,2,2,3,1,2,2,1,76,144,130467
2022-01-20,1,20,3,8,2,0,2,1,1,1,2,2,1,3,2,1,1,1,3,1,1,1,2,1,2,2,4,2,1,2,1,2,1,1,2,3,64,144,143788
2022-01-21,1,21,4,7,1,0,1,2,1,1,2,2,1,2,1,2,1,1,1,1,2,1,2,2,3,2,2,1,1,2,3,3,1,3,2,1,72,130,197802
2022-01-22,1,22,5,9,2,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,3,2,1,1,2,2,1,1,2,1,2,2,2,1,3,2,97,179,102742
2022-01-23,1,23,6,7,1,1,1,1,2,2,1,2,3,1,1,1,2,1,1,1,1,1,1,2,2,2,1,2,1,2,1,1,1,1,2,2,85,187,141302
