date,month,day,weekday,high_temp,low_temp,weather,menu_1_sales,menu_2_sales,menu_3_sales,menu_4_sales,menu_5_sales,menu_6_sales,menu_7_sales,menu_8_sales,menu_9_sales,menu_10_sales,menu_11_sales,menu_12_sales,menu_13_sales,menu_14_sales,menu_15_sales,menu_16_sales,menu_17_sales,menu_18_sales,menu_19_sales,menu_20_sales,menu_21_sales,menu_22_sales,menu_23_sales,menu_24_sales,menu_25_sales,menu_26_sales,menu_27_sales,menu_28_sales,menu_29_sales,menu_30_sales,ice_drink_sales,hot_drink_sales,revenue
2022-01-01,1,1,5,5,0,2,0,0,0,1,0,0,1,1,1,2,0,0,2,0,0,1,0,0,0,0,2,1,0,0,1,1,0,3,2,0,55,168,151118
2022-01-02,1,2,6,1,-4,1,2,1,1,1,1,2,1,2,1,1,2,1,1,2,1,1,1,2,1,2,1,1,1,2,2,1,1,2,1,1,60,205,122039
2022-01-03,1,3,0,0,-9,2,1,1,2,2,1,1,0,1,0,1,0,1,2,1,1,0,2,1,0,0,1,0,0,2,2,2,1,0,0,1,44,125,134164
2022-01-04,1,4,1,1,-5,0,1,1,2,1,3,1,1,2,1,3,2,1,1,2,2,2,3,1,2,1,3,2,1,1,3,1,1,4,1,1,47,184,191902
2022-01-05,1,5,2,3,-4,0,1,3,2,1,1,1,1,3,2,2,1,3,1,3,1,1,1,1,1,1,2,2,1,1,2,1,1,1,1,2,40,152,175269
2022-01-06,1,6,3,8,2,0,3,3,2,2,1,1,2,1,1,1,1,3,3,1,2,1,1,1,2,1,3,2,1,1,1,3,1,3,1,1,56,145,123912
2022-01-07,1,7,4,9,3,1,2,1,1,1,1,2,1,2,2,2,1,1,1,1,1,2,2,1,1,1,2,1,2,2,1,1,3,2,1,1,52,141,195416
2022-01-08,1,8,5,2,-5,0,2,1,2,2,3,1,1,2,1,3,1,2,1,1,1,1,1,1,1,1,4,1,1,1,2,1,1,3,1,1,71,195,191875
2022-01-09,1,9,6,8,1,1,2,1,1,1,1,2,2,4,3,1,1,1,1,2,2,3,1,1,1,1,2,2,1,2,1,1,2,1,1,1,56,214,179857
2022-01-10,1,10,0,1,-6,1,3,2,2,1,2,2,2,2,2,4,2,1,1,1,3,3,2,1,2,1,2,1,2,1,2,2,1,1,1,2,48,183,186577
2022-01-11,1,11,1,8,-1,1,1,1,2,1,2,4,2,2,2,3,2,1,2,2,3,1,1,3,1,1,1,1,1,3,2,3,2,1,2,2,44,145,164568
2022-01-12,1,12,2,5,-3,0,1,3,2,3,1,1,1,2,2,1,2,2,2,1,2,3,2,1,2,2,1,1,1,1,1,2,1,2,2,1,52,172,156697
2022-01-13,1,13,3,8,0,2,1,2,2,0,0,0,0,0,0,1,1,2,1,1,0,0,0,1,0,0,0,0,0,1,0,2,0,0,1,1,40,124,101077
2022-01-14,1,14,4,1,-4,1,1,2,1,2,1,1,1,3,1,1,3,1,1,2,2,1,1,3,2,1,1,2,2,3,2,1,2,3,1,2,58,156,144680
2022-01-15,1,15,5,4,-5,0,1,2,1,2,1,2,2,1,3,2,1,2,1,2,2,3,1,3,1,2,1,4,1,1,2,1,2,2,3,1,77,187,109227
2022-01-16,1,16,6,4,-3,0,1,1,1,1,2,3,2,2,1,2,1,1,4,1,2,2,1,1,1,1,2,1,1,1,1,1,1,4,1,2,56,205,141499
2022-01-17,1,17,0,6,0,0,2,1,1,2,1,2,2,1,1,1,1,1,1,4,1,1,1,2,1,3,2,2,3,2,2,2,2,1,1,2,57,176,199093
2022-01-18,1,18,1,1,-7,0,1,2,1,1,1,1,2,2,1,2,3,2,1,3,1,1,4,1,3,1,2,1,1,1,1,2,1,1,2,1,46,162,164724
2022-01-19,1,19,2,9,0,1,1,1,1,1,1,2,2,2,1,2,2,1,1,1,1,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,62,154,127470
2022-01-20,1,20,3,5,-3,0,1,1,1,2,1,3,2,3,1,1,2,1,1,1,1,1,3,2,2,2,1,2,3,1,3,2,2,1,3,2,51,136,135005
2022-01-21,1,21,4,9,0,1,1,1,3,2,2,2,1,3,1,2,3,2,2,2,1,2,1,4,1,2,1,2,3,1,2,1,1,1,1,1,48,150,170733
2022-01-22,1,22,5,0,-7,0,1,1,1,2,2,1,1,1,2,2,1,1,1,1,3,3,1,1,1,2,1,2,1,3,1,1,1,3,2,2,82,195,169429
2022-01-23,1,23,6,0,-7,0,1,1,2,1,1,1,1,3,1,1,4,2,1,1,1,1,2,2,1,2,2,1,2,2,1,3,2,2,3,2,65,198,129583
2022-01-24,1,24,0,9,3,0,1,1,2,2,2,1,1,3,1,1,2,2,1,1,1,1,2,3,1,1,2,3,3,2,3,2,3,1,1,2,49,176,174631
2022-01-25,1,25,1,3,-6,2,0,1,0,0,0,0,1,1,1,0,0,0,0,2,0,1,1,0,0,0,1,0,0,1,0,1,1,1,0,0,20,82,85634
2022-01-26,1,26,2,0,-9,0,3,2,2,3,1,2,1,2,4,1,1,1,1,1,2,3,1,2,1,1,3,3,1,3,1,2,1,2,3,1,50,181,114469
2022-01-27,1,27,3,8,-1,0,1,1,2,3,1,2,1,2,2,2,2,2,1,2,2,1,3,1,1,3,1,2,1,1,1,3,3,2,1,1,62,146,178324
