date,month,day,weekday,high_temp,low_temp,weather,menu_1_sales,menu_2_sales,menu_3_sales,menu_4_sales,menu_5_sales,menu_6_sales,menu_7_sales,menu_8_sales,menu_9_sales,menu_10_sales,menu_11_sales,menu_12_sales,menu_13_sales,menu_14_sales,menu_15_sales,menu_16_sales,menu_17_sales,menu_18_sales,menu_19_sales,menu_20_sales,menu_21_sales,menu_22_sales,menu_23_sales,menu_24_sales,menu_25_sales,menu_26_sales,menu_27_sales,menu_28_sales,menu_29_sales,menu_30_sales,ice_drink_sales,hot_drink_sales,revenue
2000-01-01,1,1,5,2,-3,1,1,3,1,1,2,1,2,1,1,1,2,3,2,2,2,3,1,3,3,2,1,3,1,1,1,1,1,1,1,2,78,206,147752
2000-01-02,1,2,6,3,-5,1,1,2,3,1,2,3,2,1,3,1,1,2,1,1,1,2,1,2,1,1,1,3,1,1,2,1,1,4,2,1,63,203,152350
2000-01-03,1,3,0,9,0,0,1,1,3,1,1,2,1,1,1,1,1,1,2,1,1,1,2,2,3,3,3,3,1,3,2,2,2,2,1,2,67,161,152073
2000-01-04,1,4,1,9,0,0,2,2,2,1,1,2,2,1,3,2,2,1,1,3,2,1,2,1,2,3,1,1,1,1,1,2,1,1,3,2,43,156,137692
2000-01-05,1,5,2,6,-1,0,2,1,3,1,1,2,1,1,2,1,1,2,2,2,4,2,1,2,2,1,2,1,1,1,1,3,1,1,2,1,63,159,164656
2000-01-06,1,6,3,1,-6,0,2,2,1,2,1,1,1,1,1,1,3,1,1,1,1,1,2,2,3,3,2,2,1,2,2,1,3,4,1,3,52,152,148612
2000-01-07,1,7,4,2,-7,1,3,1,1,1,1,1,2,3,1,2,2,4,1,2,1,1,3,1,2,2,2,1,1,2,1,1,3,1,2,2,44,161,149375
2000-01-08,1,8,5,5,-1,1,1,3,2,2,3,1,2,1,1,2,2,2,2,4,3,2,1,2,3,2,1,1,1,3,3,2,1,2,2,1,74,178,133921
2000-01-09,1,9,6,5,-2,0,1,1,2,2,2,1,2,1,3,1,1,3,1,1,2,1,1,1,2,2,1,2,2,2,2,2,1,2,3,1,56,227,155007
2000-01-10,1,10,0,8,2,2,2,0,1,2,1,1,0,0,1,0,1,0,1,2,1,0,2,0,1,0,0,1,0,1,1,0,2,0,2,0,49,121,134497
2000-01-11,1,11,1,6,-2,1,2,1,1,1,2,1,3,1,1,1,3,2,1,1,1,1,1,1,2,3,1,2,3,1,2,2,3,2,3,1,58,151,156765
2000-01-12,1,12,2,1,-7,0,1,2,3,2,1,3,2,1,3,3,3,1,1,1,1,1,1,1,2,1,3,1,3,2,1,1,1,1,3,2,61,178,147595
2000-01-13,1,13,3,7,0,1,1,1,1,2,2,3,1,2,2,2,2,1,1,1,1,3,1,2,4,2,1,2,2,1,1,2,2,3,1,1,68,176,149844
2000-01-14,1,14,4,3,-2,0,1,2,1,2,1,1,1,1,1,1,1,3,1,1,3,2,2,2,3,1,3,2,3,2,3,1,2,3,3,3,51,196,174201
2000-01-15,1,15,5,1,-5,0,3,3,1,3,3,2,1,3,1,2,4,2,1,2,1,2,2,2,1,1,1,1,2,3,2,2,2,1,2,1,78,197,134925
2000-01-16,1,16,6,1,-7,0,1,2,2,3,3,2,1,2,3,1,2,2,1,1,2,1,2,2,1,3,2,2,3,2,1,2,1,1,1,2,69,192,120338
2000-01-17,1,17,0,9,3,0,1,1,1,1,1,1,1,1,2,2,1,3,1,1,1,1,2,3,3,1,1,3,1,5,2,1,1,1,2,2,55,163,141528
2000-01-18,1,18,1,6,-1,0,1,1,1,1,2,3,2,2,2,2,1,3,1,2,2,2,1,2,1,1,2,1,2,1,1,2,2,1,1,2,58,161,111861
2000-01-19,1,19,2,4,-3,0,2,3,1,1,2,2,1,2,1,2,1,2,2,1,2,2,2,2,2,3,1,1,1,1,2,1,3,4,1,1,43,173,174783
2000-01-20,1,20,3,6,0,1,1,2,1,2,2,2,2,1,3,1,1,2,2,2,2,1,2,2,1,2,2,1,1,3,1,1,3,2,1,1,56,156,143389
