date,month,day,weekday,high_temp,low_temp,weather,menu_1_sales,menu_2_sales,menu_3_sales,menu_4_sales,menu_5_sales,menu_6_sales,menu_7_sales,menu_8_sales,menu_9_sales,menu_10_sales,menu_11_sales,menu_12_sales,menu_13_sales,menu_14_sales,menu_15_sales,menu_16_sales,menu_17_sales,menu_18_sales,menu_19_sales,menu_20_sales,menu_21_sales,menu_22_sales,menu_23_sales,menu_24_sales,menu_25_sales,menu_26_sales,menu_27_sales,menu_28_sales,menu_29_sales,menu_30_sales,ice_drink_sales,hot_drink_sales,revenue
2022-01-01,1,1,5,0,-8,0,2,1,2,1,2,2,1,1,1,1,2,1,1,1,1,2,1,2,3,1,2,1,2,2,2,3,1,2,2,3,88,175,172068
2022-01-02,1,2,6,4,-1,0,3,3,2,3,1,1,2,3,1,1,1,1,1,2,2,1,2,1,2,1,1,1,2,4,2,1,2,1,1,1,107,170,177942
2022-01-03,1,3,0,1,-7,1,1,2,2,2,2,2,1,3,1,1,1,1,1,1,3,1,1,1,1,2,2,1,1,3,2,2,2,2,3,1,71,157,187125
2022-01-04,1,4,1,3,-2,0,2,3,2,2,1,1,1,2,1,1,1,2,3,1,1,1,1,3,3,1,2,1,2,1,1,3,1,1,1,4,85,130,147254
2022-01-05,1,5,2,0,-9,0,2,1,2,1,1,1,1,1,1,3,2,1,1,3,3,3,1,1,2,1,1,1,1,2,2,3,2,2,2,3,70,141,150493
2022-01-06,1,6,3,2,-5,2,1,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,1,45,72,94435
2022-01-07,1,7,4,8,0,0,1,2,3,1,2,2,3,2,2,1,1,1,1,1,1,2,1,2,1,2,2,3,2,1,1,2,2,1,1,1,81,127,155934
2022-01-08,1,8,5,1,-7,1,2,1,2,1,2,1,1,1,3,3,1,2,1,1,1,3,1,1,1,1,1,2,1,2,1,2,2,1,2,2,89,164,143533
2022-01-09,1,9,6,2,-4,0,2,1,1,3,1,1,1,1,3,1,1,1,1,1,1,4,1,4,3,1,2,1,2,2,1,1,1,1,2,1,99,165,195576
2022-01-10,1,10,0,7,0,1,2,3,1,2,2,1,2,2,2,1,1,2,1,1,1,4,3,2,1,2,3,1,2,2,3,1,2,1,2,1,66,153,113658
2022-01-11,1,11,1,0,-9,0,1,1,1,1,1,2,1,2,3,2,1,3,1,4,2,2,2,2,3,1,2,1,1,1,2,3,1,1,2,3,69,157,196965
2022-01-12,1,12,2,1,-8,0,1,2,1,2,1,1,2,3,1,1,3,2,1,2,1,1,1,2,2,2,2,2,1,1,1,1,1,3,1,1,65,147,131553
2022-01-13,1,13,3,7,0,1,2,2,3,2,1,1,1,2,1,1,1,2,2,2,2,1,3,1,2,2,2,1,1,2,1,3,2,3,1,1,87,130,195510
2022-01-14,1,14,4,8,2,0,1,1,2,1,3,1,2,1,1,1,1,1,1,2,1,1,1,1,1,3,2,1,2,1,1,1,1,2,1,3,65,142,112042
2022-01-15,1,15,5,4,-1,0,2,2,1,2,1,1,3,1,2,2,2,3,1,1,3,2,2,1,2,2,2,2,1,1,3,1,1,3,3,1,98,154,162404
2022-01-16,1,16,6,7,-1,0,2,1,1,2,1,2,2,1,2,1,2,1,1,2,2,3,3,2,2,2,1,1,2,1,2,2,1,2,2,1,98,168,158978
2022-01-17,1,17,0,6,-1,0,2,1,1,1,1,2,3,2,1,1,3,1,3,2,2,1,3,2,1,2,2,2,2,3,2,1,2,2,2,1,67,143,114033
2022-01-18,1,18,1,3,-2,1,1,1,2,1,1,3,2,2,1,1,2,1,2,1,2,1,3,2,1,2,1,2,2,2,2,1,1,4,2,1,68,141,193266
2022-01-19,1,19,2,9,0,0,1,1,1,3,2,1,2,1,1,3,1,2,2,2,1,4,2,1,1,1,1,4,1,2,3,1,1,2,4,2,79,143,169182
2022-01-20,1,20,3,7,0,0,2,1,1,1,2,4,1,3,2,2,1,1,1,2,2,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,68,141,108907
2022-01-21,1,21,4,1,-4,0,1,2,1,3,1,1,1,3,1,1,3,3,1,4,2,1,1,3,2,2,2,1,1,2,1,1,2,1,2,2,72,149,131591
2022-01-22,1,22,5,7,1,1,1,2,2,1,1,1,3,1,2,2,4,2,3,1,1,1,2,2,1,2,2,1,1,2,1,3,3,3,1,1,83,170,138827
2022-01-23,1,23,6,2,-6,0,1,1,1,1,2,2,2,2,1,1,1,1,3,1,1,2,1,2,2,2,2,2,3,3,2,1,2,1,3,2,89,167,123764
2022-01-24,1,24,0,8,0,0,1,1,1,2,2,1,1,1,2,1,2,1,1,2,1,2,2,1,1,3,2,2,1,1,1,1,1,2,1,3,67,144,157359
2022-01-25,1,25,1,0,-9,0,2,1,2,3,2,1,1,2,3,2,1,1,2,3,1,2,3,1,1,2,1,1,2,3,1,2,2,1,2,1,64,139,187666
2022-01-26,1,26,2,3,-6,0,1,2,1,1,3,2,1,2,1,3,4,1,1,1,2,2,1,1,1,2,1,1,1,2,2,2,1,2,1,1,76,132,112812
2022-01-27,1,27,3,1,-8,1,2,1,4,3,2,1,2,1,1,2,3,1,2,2,1,2,2,1,1,1,1,3,1,2,1,2,2,2,1,3,75,149,107296
2022-01-28,1,28,4,0,-7,0,3,1,1,4,1,1,2,1,1,2,2,2,1,2,1,1,1,2,3,1,1,2,1,3,2,3,1,3,4,5,66,152,168071
2022-01-29,1,29,5,2,-3,1,1,2,2,1,2,1,2,3,2,2,2,1,2,1,1,3,2,2,1,1,1,1,1,2,3,2,2,1,1,1,81,174,157181
2022-01-30,1,30,6,4,-5,0,2,1,1,2,2,1,3,1,1,1,2,1,1,1,1,1,1,1,2,2,1,1,1,1,1,3,1,1,2,3,104,165,134025
2022-01-31,1,31,0,9,0,1,1,1,2,1,2,1,2,2,2,2,1,2,1,1,2,3,2,1,2,1,2,3,2,1,1,1,2,2,1,4,78,147,123730
