date,month,day,weekday,high_temp,low_temp,weather,menu_1_sales,menu_2_sales,menu_3_sales,menu_4_sales,menu_5_sales,menu_6_sales,menu_7_sales,menu_8_sales,menu_9_sales,menu_10_sales,menu_11_sales,menu_12_sales,menu_13_sales,menu_14_sales,menu_15_sales,menu_16_sales,menu_17_sales,menu_18_sales,menu_19_sales,menu_20_sales,menu_21_sales,menu_22_sales,menu_23_sales,menu_24_sales,menu_25_sales,menu_26_sales,menu_27_sales,menu_28_sales,menu_29_sales,menu_30_sales,ice_drink_sales,hot_drink_sales,revenue
2022-01-01,1,1,5,5,-2,1,2,2,2,1,2,3,1,2,2,1,1,2,2,3,2,2,1,2,1,1,1,1,1,2,3,1,1,1,3,1,107,171,193587
2022-01-02,1,2,6,7,1,0,1,1,1,2,1,1,2,2,1,1,2,2,2,1,1,2,1,3,2,3,2,1,1,1,3,1,2,1,2,1,81,172,190379
2022-01-03,1,3,0,2,-6,0,1,2,1,2,3,1,3,1,2,1,1,1,3,1,1,2,2,3,2,1,1,2,2,1,2,1,1,2,1,2,72,141,147199
2022-01-04,1,4,1,6,0,1,1,2,1,1,1,1,2,3,1,1,2,2,3,1,2,1,1,1,2,4,1,1,2,3,2,1,2,3,2,1,74,128,197044
2022-01-05,1,5,2,7,-2,0,1,1,2,3,2,1,1,1,3,2,2,1,1,2,1,1,2,1,2,1,2,3,2,1,1,1,3,3,3,1,74,144,169436
2022-01-06,1,6,3,9,0,1,1,2,1,1,1,1,1,2,2,1,2,2,1,1,1,1,3,2,2,1,2,1,1,2,2,2,3,1,2,2,81,147,186784
2022-01-07,1,7,4,4,-2,2,1,1,1,1,0,1,0,1,0,1,1,1,1,0,1,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,53,90,93406
2022-01-08,1,8,5,2,-5,0,2,1,1,1,1,1,1,2,3,1,1,1,2,3,2,1,2,1,3,1,1,1,2,2,1,1,2,2,3,1,94,157,168319
2022-01-09,1,9,6,9,1,0,1,1,1,2,2,2,2,3,1,3,1,1,1,1,1,3,1,1,2,2,1,1,1,1,3,1,1,2,3,2,94,156,153656
2022-01-10,1,10,0,8,0,2,1,0,0,1,1,1,0,0,1,0,1,0,2,0,0,0,1,1,0,0,0,0,2,0,0,1,0,2,2,0,49,93,97246
2022-01-11,1,11,1,9,3,1,2,2,2,1,1,2,2,1,4,2,3,1,1,1,1,1,1,1,2,1,1,2,1,1,2,1,3,1,2,3,66,147,164720
2022-01-12,1,12,2,6,-1,0,2,1,1,2,3,1,2,1,1,2,1,1,1,2,1,2,2,2,2,1,1,2,3,2,2,1,2,3,3,1,77,146,151758
2022-01-13,1,13,3,8,2,0,1,1,1,2,1,1,2,1,2,1,3,2,1,2,1,2,3,1,3,3,3,1,1,3,1,2,2,1,1,2,69,150,136203
2022-01-14,1,14,4,1,-4,2,1,1,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,51,87,75836
2022-01-15,1,15,5,8,1,0,2,2,2,1,3,1,2,1,1,2,1,2,2,1,2,4,1,3,3,1,3,2,2,2,1,3,2,1,1,1,84,194,177025
2022-01-16,1,16,6,5,-2,1,3,2,2,4,3,2,3,1,1,1,1,3,1,1,2,3,1,2,2,3,3,2,1,1,1,2,3,3,2,2,81,172,171368
2022-01-17,1,17,0,3,-2,2,1,0,1,1,0,0,1,1,1,0,1,0,0,1,1,1,0,0,0,1,0,0,0,1,0,1,1,0,1,0,44,90,102076
2022-01-18,1,18,1,6,-2,1,1,1,2,2,3,2,1,1,1,3,2,1,2,2,1,2,2,1,1,2,4,2,2,2,1,2,1,2,2,2,90,136,159501
2022-01-19,1,19,2,0,-5,0,2,1,3,2,1,1,1,1,2,2,1,1,1,2,1,1,3,1,2,4,1,1,1,3,3,1,1,2,3,2,85,128,102479
2022-01-20,1,20,3,5,-2,2,0,0,0,1,0,2,0,2,0,1,0,0,0,1,2,0,1,0,0,0,0,1,0,1,2,0,0,0,1,1,50,100,94086
2022-01-21,1,21,4,2,-5,1,2,1,3,2,1,1,1,1,2,1,1,1,2,1,1,3,1,3,2,3,1,1,1,2,3,2,2,2,1,1,68,137,128789
2022-01-22,1,22,5,1,-5,2,2,0,0,0,1,0,0,0,2,1,0,0,2,1,0,1,0,2,2,1,1,1,0,2,1,0,0,2,0,2,68,119,93407
2022-01-23,1,23,6,7,1,0,2,1,1,2,1,2,2,3,3,1,1,3,1,1,3,2,2,3,1,1,4,3,2,3,2,1,1,2,1,3,96,158,148096
2022-01-24,1,24,0,4,-1,1,3,1,2,1,1,2,1,1,1,1,1,2,1,2,1,2,1,2,4,3,3,2,2,2,1,2,3,2,2,1,69,134,171945
2022-01-25,1,25,1,5,-3,0,4,1,4,1,1,2,1,3,2,1,1,1,1,2,2,2,1,2,1,1,1,2,2,3,1,1,1,2,2,2,69,155,165611
2022-01-26,1,26,2,0,-7,0,1,3,1,1,2,1,1,2,2,1,1,1,1,1,2,1,2,1,3,2,1,2,1,1,4,1,1,1,2,3,85,129,160371
2022-01-27,1,27,3,4,-4,1,3,1,2,1,1,1,2,1,1,3,2,2,1,3,2,1,3,1,1,1,2,1,1,2,1,2,2,1,3,1,77,128,183558
2022-01-28,1,28,4,3,-5,0,1,1,1,1,1,3,1,2,1,1,2,1,2,1,2,1,2,1,1,3,3,1,1,1,1,1,2,2,2,3,61,141,138690
2022-01-29,1,29,5,2,-5,0,1,2,1,2,2,1,1,1,3,2,3,1,3,1,1,1,2,4,1,1,1,3,1,1,1,2,1,1,1,2,78,182,162742
2022-01-30,1,30,6,4,-4,0,3,4,1,1,2,2,1,3,1,2,1,2,1,1,3,1,4,2,1,1,1,2,1,1,1,1,3,3,3,2,78,176,123283
