date,month,day,weekday,high_temp,low_temp,weather,menu_1_sales,menu_2_sales,menu_3_sales,menu_4_sales,menu_5_sales,menu_6_sales,menu_7_sales,menu_8_sales,menu_9_sales,menu_10_sales,menu_11_sales,menu_12_sales,menu_13_sales,menu_14_sales,menu_15_sales,menu_16_sales,menu_17_sales,menu_18_sales,menu_19_sales,menu_20_sales,menu_21_sales,menu_22_sales,menu_23_sales,menu_24_sales,menu_25_sales,menu_26_sales,menu_27_sales,menu_28_sales,menu_29_sales,menu_30_sales,ice_drink_sales,hot_drink_sales,revenue
2022-01-01,1,1,5,6,0,0,2,1,1,2,1,1,2,3,4,1,2,3,1,1,2,2,2,1,1,2,1,4,1,1,2,1,1,1,2,1,87,166,188476
2022-01-02,1,2,6,0,-7,0,2,1,1,2,3,2,1,3,2,2,1,1,1,3,2,2,4,2,1,2,1,3,3,1,1,1,1,1,1,3,87,178,159982
2022-01-03,1,3,0,8,0,0,1,1,1,1,3,1,2,1,1,1,1,4,1,1,2,1,3,1,2,1,1,2,2,1,2,1,2,2,2,3,66,150,113084
2022-01-04,1,4,1,6,-1,0,2,2,2,3,1,2,2,2,1,1,2,1,1,2,3,2,1,1,1,2,2,1,1,1,2,1,2,1,2,1,76,129,176290
2022-01-05,1,5,2,4,-3,0,1,4,1,3,2,1,1,3,2,2,1,2,3,1,1,2,1,1,1,1,1,1,2,1,1,2,1,1,2,1,84,137,139738
2022-01-06,1,6,3,3,-5,1,1,3,1,2,1,3,3,2,3,2,2,2,1,2,1,2,1,1,1,2,1,2,2,1,2,2,1,1,1,3,71,132,195536
2022-01-07,1,7,4,2,-7,0,1,4,1,2,1,1,2,3,1,2,1,1,1,1,2,1,1,1,3,3,2,2,1,1,1,2,2,2,2,1,67,133,190653
2022-01-08,1,8,5,4,-2,0,2,2,1,1,1,2,3,2,1,2,1,2,1,2,1,1,1,1,2,2,1,3,2,1,1,3,2,1,2,1,93,165,188661
2022-01-09,1,9,6,7,-2,1,3,2,1,1,3,1,2,2,3,1,1,1,2,2,1,2,3,1,1,2,1,1,1,2,2,1,3,1,2,1,82,168,129796
2022-01-10,1,10,0,4,-5,1,2,2,3,3,1,4,1,3,1,1,1,2,1,2,2,1,1,2,1,1,2,1,3,2,1,2,1,2,1,2,71,134,130288
