date,month,day,weekday,high_temp,low_temp,weather,menu_1_sales,menu_2_sales,menu_3_sales,menu_4_sales,menu_5_sales,menu_6_sales,menu_7_sales,menu_8_sales,menu_9_sales,menu_10_sales,menu_11_sales,menu_12_sales,menu_13_sales,menu_14_sales,menu_15_sales,menu_16_sales,menu_17_sales,menu_18_sales,menu_19_sales,menu_20_sales,menu_21_sales,menu_22_sales,menu_23_sales,menu_24_sales,menu_25_sales,menu_26_sales,menu_27_sales,menu_28_sales,menu_29_sales,menu_30_sales,ice_drink_sales,hot_drink_sales,revenue
2024-03-27,3,27,2,5,0,0,1,3,2,2,1,2,1,3,1,1,1,1,2,2,2,1,1,1,1,1,1,1,3,1,1,2,2,2,2,3,120,102,150194
2024-03-28,3,28,3,5,-2,0,1,4,2,1,1,1,1,1,2,1,3,1,2,2,1,1,3,1,1,1,2,1,2,3,2,1,1,3,2,3,121,99,188405
2024-03-29,3,29,4,6,-3,0,2,1,2,2,2,2,1,2,2,2,1,1,1,3,1,1,1,1,1,1,3,3,3,3,1,3,1,1,3,2,112,99,153682
2024-03-30,3,30,5,7,1,1,2,1,1,2,1,1,1,2,2,2,2,1,2,1,1,1,2,1,2,1,1,2,1,2,1,1,1,3,1,1,151,120,159882
2024-03-31,3,31,6,8,1,0,3,1,3,1,2,1,2,1,3,1,1,1,2,2,3,3,1,3,2,2,2,1,1,1,1,2,2,1,2,2,153,119,160906
2024-04-01,4,1,0,18,11,0,4,1,1,2,2,1,1,2,1,2,2,1,2,1,2,3,1,1,1,1,1,3,1,1,2,2,1,2,1,2,127,115,153021
2024-04-02,4,2,1,17,11,0,1,1,3,1,3,1,2,2,2,2,3,1,2,1,3,2,1,2,2,1,1,2,3,1,1,1,2,1,1,3,117,112,187429
2024-04-03,4,3,2,17,8,1,2,2,2,1,2,3,2,2,2,2,2,1,2,3,2,3,2,1,2,3,1,2,3,3,1,1,1,1,1,1,92,109,144947
2024-04-04,4,4,3,17,8,0,2,2,2,1,2,3,2,2,2,2,1,3,1,2,3,2,1,1,1,3,2,1,1,2,2,2,1,1,3,1,101,128,119818
2024-04-05,4,5,4,17,8,0,1,2,2,2,1,1,1,1,1,1,4,2,2,2,1,2,2,1,3,4,1,1,2,2,1,2,1,1,2,1,104,124,148314
2024-04-06,4,6,5,13,5,1,1,1,1,3,3,2,1,1,1,2,1,2,1,2,1,1,2,1,1,2,1,1,3,1,2,2,2,1,1,2,106,159,152070
2024-04-07,4,7,6,11,2,2,1,0,0,1,1,0,3,1,1,0,2,0,1,0,0,2,1,1,1,0,0,1,1,2,1,0,2,1,0,0,98,118,114339
2024-04-08,4,8,0,19,13,0,1,2,1,1,3,3,1,2,1,1,1,1,1,1,1,1,1,2,3,1,2,1,2,2,1,1,2,1,2,3,123,122,146918
2024-04-09,4,9,1,11,5,0,2,1,4,2,1,1,2,3,3,1,2,1,2,2,1,3,1,1,2,1,2,1,1,2,1,2,1,1,2,3,117,90,151324
2024-04-10,4,10,2,11,5,0,2,4,2,2,1,1,2,1,1,2,3,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,99,139,186275
2024-04-11,4,11,3,13,7,0,4,1,1,2,1,2,1,2,1,2,1,2,3,2,1,1,1,1,1,2,2,2,1,1,3,2,2,3,1,3,112,122,154068
2024-04-12,4,12,4,13,6,1,5,2,4,3,3,3,1,1,2,1,2,1,3,1,2,3,1,1,2,2,1,2,1,2,3,2,3,3,1,1,92,137,170200
2024-04-13,4,13,5,12,3,1,1,3,2,1,2,1,3,1,3,1,2,3,2,1,2,1,2,1,1,1,2,1,1,2,1,1,2,3,3,2,120,155,146574
