date,revenue_actual,revenue_predicted
2024-06-24,155633,150714.66
2024-07-10,128157,151301.55
2024-04-08,146095,155241.58
2024-04-22,176004,157266.1
2024-05-30,133103,153397.73
2024-06-02,136239,148333.62
2024-05-31,165101,151698.33
2024-07-22,168902,145324.27
2024-07-13,163466,142075.95
2024-06-08,147575,149727.31
2024-06-20,159389,147259.47
2024-05-11,156466,142283.84
2024-06-11,162612,146725.05
2024-06-03,150049,154215.16
2024-04-27,142440,150768.33
2024-05-08,132138,131769.69
2024-04-23,157829,148436.58
2024-04-15,127924,147300.95
2024-06-21,163068,151446.08
2024-05-22,140710,153804.45
2024-07-14,126894,149303.23
2024-03-31,157087,148570.2
2024-07-16,150594,148352.6
2024-05-02,117947,151396.98
2024-07-09,152981,151268.22
2024-08-10,166626,142499.67
2024-04-12,133669,145492.52
2024-04-14,143775,143417.53
