date,month,day,weekday,high_temp,low_temp,weather,menu_1_sales,menu_2_sales,menu_3_sales,menu_4_sales,menu_5_sales,menu_6_sales,menu_7_sales,menu_8_sales,menu_9_sales,menu_10_sales,menu_11_sales,menu_12_sales,menu_13_sales,menu_14_sales,menu_15_sales,menu_16_sales,menu_17_sales,menu_18_sales,menu_19_sales,menu_20_sales,menu_21_sales,menu_22_sales,menu_23_sales,menu_24_sales,menu_25_sales,menu_26_sales,menu_27_sales,menu_28_sales,menu_29_sales,menu_30_sales,ice_drink_sales,hot_drink_sales,revenue
2022-01-01,1,1,5,5,-2,0,1,2,2,1,1,1,1,1,1,1,1,2,1,1,1,4,2,1,1,2,1,1,3,1,2,1,3,1,2,1,70,200,127030
2022-01-02,1,2,6,1,-6,0,1,2,2,1,1,1,3,1,1,2,1,1,1,1,2,2,1,1,1,1,4,4,1,2,1,1,2,3,2,1,84,215,127725
2022-01-03,1,3,0,5,-1,1,1,1,3,2,1,1,1,2,2,1,1,3,1,1,1,1,2,1,2,1,1,3,1,2,2,1,2,1,3,1,62,162,158080
2022-01-04,1,4,1,1,-4,0,2,1,1,2,1,2,1,2,3,5,2,1,2,2,1,3,1,3,2,2,1,3,1,1,1,1,1,2,2,1,54,129,170257
2022-01-05,1,5,2,9,2,0,1,4,1,4,1,1,2,1,1,2,1,1,2,1,2,2,2,1,3,1,2,1,1,3,2,2,3,2,1,1,64,175,149665
2022-01-06,1,6,3,0,-8,0,3,2,3,3,1,1,2,1,1,2,1,1,1,1,1,2,2,2,3,1,3,1,1,2,1,1,3,3,2,2,47,161,109821
2022-01-07,1,7,4,4,-4,2,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,2,1,0,0,0,0,1,2,0,0,1,0,0,46,119,91650
2022-01-08,1,8,5,0,-7,2,0,2,0,1,2,0,2,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1,0,0,1,1,0,0,54,163,116254
2022-01-09,1,9,6,3,-2,0,2,2,1,3,2,1,1,1,2,1,3,2,1,1,1,1,2,3,1,1,1,2,2,2,3,1,1,1,1,1,69,217,186554
2022-01-10,1,10,0,3,-2,0,1,3,3,2,1,2,2,3,2,3,3,2,3,1,2,4,1,1,3,1,2,1,1,1,3,1,2,1,1,1,55,160,166185
2022-01-11,1,11,1,6,-1,0,1,1,2,1,1,5,2,2,1,1,2,3,1,1,3,2,2,1,1,2,2,2,1,1,3,2,3,2,1,2,51,177,162891
2022-01-12,1,12,2,8,0,0,3,1,1,3,2,2,1,1,1,1,2,2,1,1,2,4,2,1,1,1,2,2,1,2,1,5,1,1,1,2,41,142,122681
2022-01-13,1,13,3,4,-5,0,2,1,3,1,1,1,1,2,1,2,3,2,2,1,2,2,2,2,2,3,1,3,2,3,1,1,1,1,2,2,60,172,175689
2022-01-14,1,14,4,9,3,0,1,2,2,2,1,1,1,1,1,2,1,1,1,2,1,1,1,2,1,3,1,2,2,4,3,1,2,2,1,3,46,136,173519
2022-01-15,1,15,5,6,-2,0,1,2,1,1,2,1,2,4,2,1,4,3,1,2,1,2,2,1,1,2,3,1,1,1,2,1,1,1,3,1,59,205,144651
2022-01-16,1,16,6,1,-6,2,2,0,2,0,2,1,3,0,3,1,2,2,2,0,2,0,0,1,2,0,1,1,0,0,1,0,3,0,1,0,57,164,137800
2022-01-17,1,17,0,5,-3,0,2,2,2,1,1,1,2,1,2,1,1,1,1,1,1,2,1,3,3,3,1,1,1,2,3,3,1,1,2,2,55,135,185821
2022-01-18,1,18,1,9,0,1,1,1,2,3,1,1,3,2,1,2,1,2,2,3,1,1,1,2,1,2,1,2,2,1,1,2,1,2,1,1,49,161,173580
2022-01-19,1,19,2,5,-4,1,2,1,2,2,2,2,3,1,2,1,2,1,1,1,1,1,1,1,2,1,1,4,2,1,1,1,3,1,4,1,63,153,152940
2022-01-20,1,20,3,3,-2,0,1,2,3,1,3,2,1,3,1,2,2,1,2,1,3,1,1,1,1,1,2,1,3,2,1,1,1,2,1,1,53,130,183829
2022-01-21,1,21,4,0,-7,1,3,1,1,1,2,1,1,2,1,3,1,2,1,1,2,2,2,1,2,2,1,1,1,1,1,2,1,2,2,1,55,180,180330
2022-01-22,1,22,5,1,-8,0,1,2,1,1,1,3,1,2,2,1,2,1,3,2,3,3,2,4,2,1,2,2,3,1,1,1,2,2,2,1,58,196,177658
2022-01-23,1,23,6,4,-2,0,2,1,2,3,1,1,4,3,1,2,3,2,2,2,1,2,2,2,2,1,2,1,1,1,2,2,2,1,1,3,57,217,156344
2022-01-24,1,24,0,3,-4,1,2,1,1,2,3,2,1,1,1,1,2,1,2,2,3,1,1,3,1,1,1,3,1,2,1,1,1,1,1,1,67,163,184937
2022-01-25,1,25,1,9,3,1,1,2,3,1,2,1,2,5,2,1,2,2,2,1,2,2,3,1,1,3,1,1,2,2,3,1,1,2,1,1,55,163,168174
2022-01-26,1,26,2,8,1,1,2,3,3,1,1,2,2,1,3,1,2,1,3,2,2,2,1,2,1,2,4,2,2,1,1,1,1,1,2,3,50,153,178018
2022-01-27,1,27,3,7,1,1,2,1,1,1,2,1,2,1,1,2,2,1,3,2,2,1,4,1,2,1,2,2,2,1,1,3,2,1,1,1,50,178,181771
2022-01-28,1,28,4,5,0,0,1,1,3,1,1,1,1,1,2,3,2,3,1,1,1,3,3,3,3,2,2,1,2,3,1,1,2,3,2,1,50,181,199398
2022-01-29,1,29,5,2,-3,0,2,3,4,1,2,1,2,2,2,2,1,3,1,1,1,1,2,1,3,3,1,3,2,2,3,1,1,1,1,3,75,184,107532
2022-01-30,1,30,6,7,0,0,2,1,2,1,1,1,2,1,2,1,2,1,1,2,1,1,2,2,2,2,2,1,2,1,2,1,2,3,1,2,52,201,154823
2022-01-31,1,31,0,2,-7,2,0,1,0,1,0,2,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,1,1,1,0,1,0,34,89,114894
2022-02-01,2,1,1,7,-1,2,2,1,0,1,1,0,2,2,0,2,1,0,0,0,1,2,1,1,0,2,0,1,2,1,1,0,0,0,1,2,42,141,151455
2022-02-02,2,2,2,3,-6,1,3,2,1,1,2,1,1,1,1,1,1,3,1,1,2,2,2,1,1,1,1,2,2,2,2,1,1,1,3,1,40,141,186072
2022-02-03,2,3,3,9,2,1,1,1,1,1,1,1,2,2,1,1,2,1,1,1,1,2,1,3,1,2,1,1,1,2,3,1,2,2,1,1,43,159,104001
2022-02-04,2,4,4,4,-1,2,1,0,0,1,0,0,1,0,0,0,1,1,1,1,2,1,0,1,1,1,1,1,0,0,0,1,0,1,1,1,30,103,71491
2022-02-05,2,5,5,5,0,1,1,1,2,1,2,1,1,2,2,1,1,2,2,2,1,2,1,1,2,1,1,1,3,2,2,2,1,2,1,2,65,188,112924
2022-02-06,2,6,6,11,5,0,1,2,2,3,1,2,1,2,2,3,1,1,1,1,2,1,1,1,1,2,2,2,1,1,1,1,1,1,3,2,67,194,177251
2022-02-07,2,7,0,7,-2,0,1,2,2,2,2,1,1,1,2,2,2,1,2,2,2,2,2,2,3,2,1,2,1,1,1,2,1,2,1,1,52,143,163947
2022-02-08,2,8,1,10,2,0,2,1,1,1,4,1,2,1,3,1,1,1,1,1,2,2,1,2,3,1,2,4,2,1,1,1,2,2,1,2,52,161,184735
2022-02-09,2,9,2,6,0,2,0,0,2,1,0,0,0,0,0,1,1,1,0,1,1,1,2,1,0,0,0,1,1,2,1,0,0,1,1,0,40,133,122869
2022-02-10,2,10,3,2,-6,0,1,2,2,1,3,1,1,2,1,1,1,3,1,1,2,1,1,1,3,3,2,2,1,3,2,2,3,4,1,3,50,169,190166
2022-02-11,2,11,4,4,-5,0,2,1,2,2,1,1,3,1,1,1,2,1,1,3,2,2,1,1,1,1,1,1,1,2,2,2,2,2,4,1,55,168,189619
2022-02-12,2,12,5,9,0,1,3,2,2,1,2,1,3,2,3,1,2,2,1,2,1,2,2,1,1,1,2,1,1,1,1,4,1,2,1,2,73,213,111912
2022-02-13,2,13,6,5,-2,2,0,1,0,2,2,0,0,0,0,1,1,2,0,0,2,1,0,0,2,1,0,0,1,0,0,2,0,1,0,1,46,156,77281
2022-02-14,2,14,0,4,-3,0,1,2,1,2,1,1,4,2,1,2,2,2,1,1,2,1,1,1,1,3,1,2,2,1,1,1,2,1,2,2,46,178,145522
2022-02-15,2,15,1,10,1,2,1,1,0,3,0,2,0,2,1,0,1,0,0,0,0,1,1,2,0,1,2,1,1,0,0,1,0,1,1,1,41,135,163078
2022-02-16,2,16,2,10,2,1,2,2,1,2,1,2,1,1,1,1,3,2,1,2,2,1,1,1,2,1,2,3,3,2,1,2,2,2,2,1,58,139,123577
2022-02-17,2,17,3,4,-5,2,0,1,0,0,0,0,0,0,0,1,2,0,2,1,0,0,2,2,0,2,0,0,0,1,0,1,0,1,1,0,47,150,150087
2022-02-18,2,18,4,3,-6,0,1,1,1,1,2,1,3,1,2,3,1,1,1,1,1,1,1,2,1,1,1,2,3,1,2,2,1,2,3,1,44,162,102938
2022-02-19,2,19,5,2,-6,0,2,3,1,2,1,1,2,2,1,2,1,1,2,1,3,3,1,1,2,1,2,1,1,3,2,1,1,2,1,3,59,230,142862
2022-02-20,2,20,6,6,0,0,1,1,2,1,1,2,1,3,1,1,2,2,1,1,1,1,1,2,1,1,1,3,2,2,1,1,2,1,1,1,56,203,178685
2022-02-21,2,21,0,5,-2,1,2,3,1,1,4,1,1,1,2,1,3,1,1,3,2,1,1,2,1,2,1,1,4,1,2,2,1,3,1,1,44,170,141734
