date,month,day,weekday,high_temp,low_temp,weather,menu_1_sales,menu_2_sales,menu_3_sales,menu_4_sales,menu_5_sales,menu_6_sales,menu_7_sales,menu_8_sales,menu_9_sales,menu_10_sales,menu_11_sales,menu_12_sales,menu_13_sales,menu_14_sales,menu_15_sales,menu_16_sales,menu_17_sales,menu_18_sales,menu_19_sales,menu_20_sales,menu_21_sales,menu_22_sales,menu_23_sales,menu_24_sales,menu_25_sales,menu_26_sales,menu_27_sales,menu_28_sales,menu_29_sales,menu_30_sales,ice_drink_sales,hot_drink_sales,revenue
2022-01-01,1,1,5,8,-1,1,1,2,1,1,1,1,1,2,2,1,1,2,1,1,1,1,3,1,1,2,2,3,2,1,1,3,1,1,2,2,57,218,195273
2022-01-02,1,2,6,4,-1,0,2,1,1,2,4,1,2,1,1,1,2,4,1,1,1,1,1,1,1,1,3,4,2,1,1,2,1,3,1,3,72,200,138884
2022-01-03,1,3,0,7,1,0,1,1,2,1,1,2,1,4,3,2,1,2,2,1,1,2,4,3,1,1,2,2,1,3,2,2,2,1,2,3,48,150,141326
2022-01-04,1,4,1,8,0,0,1,1,2,2,1,2,2,1,1,2,2,1,1,3,3,1,1,1,2,1,2,1,2,1,2,1,1,2,2,2,57,179,117556
2022-01-05,1,5,2,0,-7,1,1,3,3,1,1,1,2,2,3,2,1,3,4,1,1,1,1,3,1,4,1,1,1,1,3,2,2,1,1,1,53,178,184487
2022-01-06,1,6,3,0,-8,2,1,0,0,1,1,1,0,0,2,0,2,0,1,1,1,1,0,0,0,0,2,2,0,0,0,0,0,0,0,1,43,127,110276
2022-01-07,1,7,4,4,-3,0,2,2,2,1,1,2,1,1,3,3,4,1,1,2,2,1,1,2,1,2,1,1,2,4,2,1,2,2,1,2,58,180,138965
2022-01-08,1,8,5,6,0,0,1,2,1,1,1,2,1,1,3,2,3,2,2,1,2,3,1,1,2,1,2,4,2,2,1,3,1,2,1,1,76,205,189178
2022-01-09,1,9,6,0,-6,2,2,0,0,1,0,0,0,0,0,0,0,2,1,1,1,0,2,0,1,0,1,0,1,1,2,0,0,0,0,1,51,162,119295
2022-01-10,1,10,0,0,-9,0,3,1,3,1,2,3,1,1,2,1,2,3,2,1,1,3,1,1,1,2,1,2,2,2,2,3,1,2,4,2,50,155,109323
2022-01-11,1,11,1,3,-2,0,1,3,2,1,2,1,1,3,1,1,1,1,1,2,3,2,3,2,1,1,2,1,1,2,1,2,1,1,2,2,53,137,197454
2022-01-12,1,12,2,3,-6,1,1,2,1,1,2,2,2,1,1,1,1,1,1,2,1,1,1,3,1,1,2,2,1,1,1,1,2,2,1,2,63,171,158355
2022-01-13,1,13,3,3,-2,1,1,1,1,2,1,2,2,3,1,1,1,2,3,2,1,2,1,1,2,1,2,1,1,1,5,2,2,1,1,1,56,147,194638
2022-01-14,1,14,4,6,-2,2,1,0,1,0,0,1,0,1,1,0,1,1,1,1,0,1,1,1,0,0,0,1,1,1,1,0,0,1,0,1,29,94,89707
2022-01-15,1,15,5,6,-2,0,1,1,2,1,2,2,1,3,2,1,1,1,1,1,1,3,3,1,2,1,3,1,2,1,2,3,2,1,2,1,81,199,154520
2022-01-16,1,16,6,9,0,2,0,0,0,1,2,0,0,1,0,1,1,1,0,0,1,1,1,1,2,0,0,2,1,0,1,0,0,0,0,0,64,168,117354
2022-01-17,1,17,0,3,-4,0,1,1,2,3,1,1,3,1,2,2,2,1,3,1,4,1,1,1,3,2,3,2,1,3,2,1,1,2,1,3,49,146,139712
2022-01-18,1,18,1,0,-9,0,2,1,2,3,2,1,2,2,1,3,1,2,1,1,1,3,1,1,1,3,1,2,4,1,2,3,3,1,1,1,56,155,150784
2022-01-19,1,19,2,0,-9,1,2,1,1,2,1,1,3,1,1,1,2,2,1,2,2,1,2,1,1,1,2,3,1,2,2,3,2,2,2,1,39,153,185114
2022-01-20,1,20,3,6,-2,1,3,2,1,2,1,2,2,3,3,2,2,4,1,1,1,1,2,1,1,2,1,1,1,2,1,2,1,1,1,2,51,183,130553
2022-01-21,1,21,4,9,3,0,1,1,1,1,2,1,2,1,1,2,3,2,2,2,1,3,2,3,1,1,2,2,1,1,3,2,1,1,1,1,43,138,162842
2022-01-22,1,22,5,3,-3,1,1,2,3,4,1,1,1,1,1,1,1,2,1,2,2,1,2,2,2,2,1,1,1,1,2,4,1,1,2,2,62,237,181524
2022-01-23,1,23,6,0,-8,0,1,1,1,3,1,2,2,2,1,1,2,2,2,1,2,1,2,2,2,1,2,2,1,3,2,1,3,2,1,2,74,186,197243
2022-01-24,1,24,0,6,-3,0,1,1,2,1,1,1,2,2,1,2,1,3,2,2,2,3,2,2,2,2,2,2,1,1,2,2,1,1,1,1,47,155,122021
2022-01-25,1,25,1,0,-8,0,1,2,2,3,3,1,3,1,2,3,1,2,3,1,1,1,4,1,1,1,1,3,1,1,3,3,3,1,1,1,54,162,127226
2022-01-26,1,26,2,4,-3,0,1,3,1,1,1,3,2,1,1,1,1,2,2,2,1,1,2,2,3,3,1,1,1,2,1,1,2,2,3,1,54,181,106955
2022-01-27,1,27,3,5,-1,0,1,1,2,2,1,1,3,2,1,3,2,2,1,1,2,1,2,2,1,2,1,1,2,3,2,2,1,1,2,1,58,162,180641
2022-01-28,1,28,4,4,-4,0,2,2,2,4,2,3,2,2,1,2,3,2,2,1,2,2,3,1,2,1,2,1,1,2,1,3,3,2,4,2,49,144,198013
2022-01-29,1,29,5,7,-1,0,2,2,3,2,1,1,1,1,1,2,1,1,3,2,1,1,1,1,3,1,1,1,2,1,1,2,1,2,2,3,57,224,116693
2022-01-30,1,30,6,9,0,1,1,2,3,1,1,1,1,1,2,1,2,2,1,2,1,1,1,1,2,2,2,3,1,2,2,1,2,2,1,3,73,184,119733
2022-01-31,1,31,0,5,-2,0,1,2,2,1,1,1,1,4,1,2,1,1,1,1,1,1,1,3,1,2,1,2,1,2,1,1,1,3,3,1,51,183,161045
2022-02-01,2,1,1,9,1,0,2,1,2,2,2,2,1,1,2,1,1,1,1,3,3,3,3,3,1,2,2,2,1,1,1,2,1,1,1,1,49,172,133915
2022-02-02,2,2,2,2,-7,0,2,2,1,1,1,1,1,1,4,2,1,3,1,1,2,1,1,1,1,2,2,2,1,2,1,1,1,1,3,1,62,176,110050
2022-02-03,2,3,3,4,-4,1,1,1,3,1,3,1,1,3,1,1,2,1,2,1,2,2,1,3,1,2,2,2,1,1,1,2,1,2,2,3,44,168,161928
2022-02-04,2,4,4,11,4,0,3,1,2,1,1,3,2,1,1,2,1,1,1,1,2,1,1,3,1,1,1,3,1,1,1,2,2,2,3,2,45,138,187565
2022-02-05,2,5,5,3,-3,0,1,1,3,1,1,1,1,1,1,3,4,3,1,1,2,1,1,2,3,2,1,1,1,2,1,3,2,2,1,2,72,202,171120
2022-02-06,2,6,6,7,1,0,2,1,1,2,2,1,1,1,2,3,4,2,3,2,1,3,1,4,2,2,1,3,1,2,1,2,3,2,1,1,67,192,134120
2022-02-07,2,7,0,7,-2,1,2,2,1,1,1,2,1,1,1,3,1,2,1,3,3,1,1,2,1,2,1,2,2,2,1,2,2,2,1,1,52,171,149788
2022-02-08,2,8,1,9,0,1,2,1,2,1,3,2,3,1,1,2,1,1,2,1,1,1,1,2,3,2,2,2,4,1,2,1,1,1,1,1,55,163,158178
2022-02-09,2,9,2,7,0,0,3,3,1,2,1,2,1,1,2,1,2,2,4,1,1,1,2,1,1,1,1,1,2,1,1,2,3,2,1,1,44,177,191198
2022-02-10,2,10,3,5,0,1,3,1,2,3,3,2,1,1,2,1,2,1,2,3,4,1,1,1,1,1,2,1,3,1,1,1,1,1,1,1,52,181,148884
2022-02-11,2,11,4,2,-4,0,2,1,1,1,1,3,1,1,2,2,1,1,1,2,1,1,3,3,1,1,2,2,1,4,1,3,1,2,1,2,43,155,121238
2022-02-12,2,12,5,8,-1,0,1,1,1,3,1,2,3,2,2,1,3,2,1,2,2,2,1,1,1,1,2,1,1,1,2,2,1,1,1,4,69,206,135512
2022-02-13,2,13,6,7,0,1,2,2,2,2,1,2,3,1,1,1,1,1,3,2,1,2,3,2,1,3,2,3,1,1,1,2,1,2,2,1,72,179,159439
2022-02-14,2,14,0,6,-1,2,0,0,0,2,1,1,0,1,0,1,0,2,0,1,1,0,2,2,1,0,0,1,1,1,2,2,2,1,0,1,37,115,85945
2022-02-15,2,15,1,8,0,0,1,2,2,2,1,1,1,1,1,3,1,1,1,2,1,1,2,2,1,2,1,1,2,2,1,1,1,3,1,1,57,163,132653
2022-02-16,2,16,2,3,-5,0,2,1,1,1,1,1,3,3,1,1,2,1,2,2,1,1,1,1,1,1,2,3,1,1,2,1,2,3,1,2,46,161,102702
2022-02-17,2,17,3,4,-5,2,1,1,1,1,1,1,0,0,0,2,0,0,1,2,1,0,0,1,0,2,0,0,0,1,1,1,0,1,0,1,42,147,135825
2022-02-18,2,18,4,9,0,0,2,2,3,1,3,1,2,1,2,2,2,2,2,2,3,2,1,1,2,1,1,2,2,2,2,1,1,2,1,3,57,154,152052
2022-02-19,2,19,5,3,-6,0,2,1,1,2,1,1,3,1,3,2,2,2,3,2,1,1,1,2,2,4,1,1,1,1,1,1,2,1,1,1,63,191,190410
2022-02-20,2,20,6,10,3,0,1,1,2,2,2,2,1,3,1,2,3,1,1,1,2,2,2,1,1,1,2,1,1,1,3,4,1,2,2,2,66,204,160686
2022-02-21,2,21,0,5,-1,0,2,1,1,2,2,1,1,3,2,1,2,2,1,1,3,1,1,1,1,1,2,2,1,1,2,1,1,1,1,4,48,148,153836
2022-02-22,2,22,1,11,5,0,1,1,1,1,3,2,2,1,4,1,1,1,1,1,2,1,1,1,1,2,1,1,2,1,1,1,1,2,1,1,42,165,128361
2022-02-23,2,23,2,6,0,1,1,2,1,1,1,2,1,1,3,3,2,2,2,1,1,1,1,2,1,1,1,4,1,1,1,1,2,2,1,1,48,180,156705
2022-02-24,2,24,3,3,-4,0,2,1,2,2,1,2,1,4,1,1,2,3,2,3,1,1,2,1,1,1,1,2,3,1,2,1,3,1,3,2,66,162,117768
2022-02-25,2,25,4,7,1,0,2,2,1,2,1,2,2,3,2,1,1,3,1,2,2,3,2,1,2,1,3,2,1,1,1,2,2,2,2,1,36,143,172848
2022-02-26,2,26,5,2,-3,0,1,1,3,1,2,1,3,1,2,1,1,3,1,1,2,2,2,1,1,1,2,2,1,1,1,2,1,1,3,1,81,217,118260
2022-02-27,2,27,6,7,0,0,2,1,2,2,2,3,2,2,2,3,1,1,2,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,2,79,205,155247
2022-02-28,2,28,0,7,-1,0,3,3,1,1,2,2,1,4,1,1,1,1,2,2,2,2,1,2,2,1,1,1,3,3,2,2,2,2,1,1,63,168,161577
2022-03-01,3,1,1,13,5,2,1,2,1,0,1,2,0,2,1,1,1,1,0,1,1,1,0,1,1,0,1,2,0,2,0,0,1,0,1,1,76,75,78286
2022-03-02,3,2,2,7,-2,1,3,1,1,1,3,3,2,2,4,1,1,1,1,2,1,1,2,3,1,1,3,1,1,2,1,1,1,2,2,3,78,102,127956
2022-03-03,3,3,3,9,0,0,1,2,1,3,1,2,1,3,2,2,2,1,4,3,2,1,1,1,2,2,1,2,1,2,1,2,1,2,2,2,111,94,118012
2022-03-04,3,4,4,10,0,1,2,2,2,1,1,1,1,2,1,1,1,1,3,3,1,2,2,2,1,1,1,3,1,3,1,1,2,2,1,2,84,111,145446
