date,month,day,weekday,high_temp,low_temp,weather,menu_1_sales,menu_2_sales,menu_3_sales,menu_4_sales,menu_5_sales,menu_6_sales,menu_7_sales,menu_8_sales,menu_9_sales,menu_10_sales,menu_11_sales,menu_12_sales,menu_13_sales,menu_14_sales,menu_15_sales,menu_16_sales,menu_17_sales,menu_18_sales,menu_19_sales,menu_20_sales,menu_21_sales,menu_22_sales,menu_23_sales,menu_24_sales,menu_25_sales,menu_26_sales,menu_27_sales,menu_28_sales,menu_29_sales,menu_30_sales,ice_drink_sales,hot_drink_sales,revenue
2000-01-01,1,1,5,0,-6,0,1,1,1,1,1,2,1,1,1,1,1,2,2,1,1,2,3,4,1,1,1,3,1,2,3,2,1,1,3,1,71,211,164014
2000-01-02,1,2,6,3,-6,2,1,0,2,0,0,0,0,0,0,2,0,2,1,1,0,1,1,2,0,0,1,1,0,0,1,1,1,0,1,1,61,181,119363
2000-01-03,1,3,0,9,0,0,2,3,2,1,1,1,1,3,2,1,1,1,2,1,2,3,1,1,3,2,3,1,1,2,3,1,2,2,1,2,44,176,137106
2000-01-04,1,4,1,7,-2,1,1,2,2,3,1,1,1,2,2,1,2,1,2,1,1,1,4,1,1,1,2,2,1,1,2,1,1,1,2,2,64,153,182479
2000-01-05,1,5,2,2,-7,1,1,2,1,3,2,1,2,1,1,1,3,3,2,3,1,3,3,2,2,1,1,1,1,1,1,1,1,1,1,2,58,144,147229
2000-01-06,1,6,3,6,-2,0,1,2,1,1,2,1,2,3,3,2,3,1,2,2,1,2,2,2,1,2,2,3,2,1,2,1,2,3,1,1,70,171,162998
2000-01-07,1,7,4,3,-6,0,1,1,2,3,2,1,2,1,3,2,3,1,1,2,3,1,1,3,1,1,2,2,1,1,2,1,3,2,1,1,53,191,146535
2000-01-08,1,8,5,8,0,0,1,3,1,3,2,1,2,3,3,1,2,1,1,3,2,1,3,1,2,1,3,1,1,1,2,2,1,1,1,2,77,187,153513
2000-01-09,1,9,6,8,2,0,1,2,1,3,1,1,3,1,3,1,3,2,1,4,2,2,1,3,1,1,3,2,1,1,1,2,1,2,2,2,86,210,170070
2000-01-10,1,10,0,6,-2,0,2,3,1,1,3,2,2,3,1,3,1,1,2,1,2,4,2,2,1,1,1,1,3,3,1,3,1,3,1,1,59,142,115282
2000-01-11,1,11,1,6,-2,0,2,1,1,2,2,1,1,1,2,1,1,1,1,3,2,1,2,2,1,2,4,2,1,2,4,1,1,2,2,1,69,175,163762
2000-01-12,1,12,2,6,0,0,1,3,1,1,1,3,2,2,1,2,1,1,2,1,2,1,1,1,2,2,1,1,2,1,2,1,2,2,2,2,45,165,137533
2000-01-13,1,13,3,8,0,2,1,1,0,1,0,2,0,1,1,1,0,1,2,0,0,0,0,0,1,0,0,2,0,1,0,1,0,0,0,1,52,164,121574
2000-01-14,1,14,4,2,-7,0,2,1,2,1,1,1,2,2,2,1,2,2,1,2,1,4,1,1,3,2,1,1,1,2,1,1,2,3,3,2,67,165,168753
2000-01-15,1,15,5,4,-2,0,1,1,2,5,3,4,1,1,1,1,1,1,2,1,1,1,2,2,3,1,1,1,3,2,1,1,2,1,1,2,79,192,163927
2000-01-16,1,16,6,8,0,2,2,0,0,1,0,2,1,0,1,1,0,0,0,2,0,1,0,0,2,2,1,1,0,1,1,1,2,1,0,0,47,173,88667
2000-01-17,1,17,0,1,-8,1,2,1,1,2,1,1,1,1,1,1,2,2,1,1,1,2,1,3,2,1,1,2,1,3,1,2,2,1,2,1,46,154,130535
2000-01-18,1,18,1,5,0,0,1,3,2,2,1,1,3,3,2,2,1,1,1,1,2,1,1,2,4,2,3,1,1,1,2,2,1,1,3,1,62,161,159992
2000-01-19,1,19,2,1,-8,0,1,1,2,1,2,2,2,1,1,1,3,2,2,2,2,1,1,1,2,2,2,2,1,1,2,1,3,1,1,3,58,175,168495
2000-01-20,1,20,3,9,0,0,2,1,1,1,1,1,3,5,1,1,1,1,1,2,2,1,1,1,2,1,2,2,2,2,2,1,1,1,1,3,53,187,153422
2000-01-21,1,21,4,4,-3,1,1,2,1,2,2,3,3,1,2,2,2,3,3,4,1,3,2,2,1,2,2,1,1,3,2,1,2,2,2,1,54,154,179062
2000-01-22,1,22,5,0,-6,0,2,1,1,2,1,2,2,3,1,3,1,1,1,1,2,1,1,2,2,1,1,2,1,1,3,1,2,2,2,1,69,182,156110
2000-01-23,1,23,6,7,-1,1,2,2,2,3,3,1,2,1,3,3,1,1,2,1,1,1,2,3,3,3,1,1,1,2,2,3,2,3,1,1,58,201,145651
2000-01-24,1,24,0,7,0,1,1,2,3,1,3,1,3,1,2,1,1,3,2,1,3,2,3,1,1,1,2,3,2,1,1,1,3,1,2,1,59,143,154212
2000-01-25,1,25,1,0,-9,1,1,1,1,1,1,2,3,2,1,2,3,2,4,1,2,1,2,1,1,1,2,1,1,2,1,3,3,2,1,2,62,180,165065
2000-01-26,1,26,2,8,-1,0,1,2,2,2,1,1,1,1,2,1,1,1,1,1,1,4,2,2,1,2,1,1,1,1,2,4,1,1,3,2,66,158,159707
2000-01-27,1,27,3,6,-3,0,2,1,2,3,2,1,2,2,2,1,1,1,2,1,3,1,3,1,1,1,3,2,2,2,2,1,1,1,1,2,54,149,155668
2000-01-28,1,28,4,3,-2,0,2,5,2,1,2,3,1,2,1,2,3,1,3,2,1,2,1,3,2,3,1,1,2,1,1,2,3,3,1,2,57,164,155468
2000-01-29,1,29,5,4,-2,0,1,3,2,2,2,1,2,2,1,1,1,2,2,2,1,2,5,2,2,2,2,3,3,1,3,1,1,1,2,1,69,222,145607
2000-01-30,1,30,6,1,-8,0,3,2,3,1,1,3,3,2,2,1,1,1,1,1,2,1,1,1,1,2,3,2,1,2,1,1,3,3,2,2,51,202,114498
2000-01-31,1,31,0,8,2,0,3,1,2,3,1,1,1,2,1,1,2,1,1,1,1,3,3,1,2,1,1,1,2,3,1,1,1,1,1,1,62,185,163041
2000-02-01,2,1,1,2,-3,0,2,2,2,1,1,1,1,1,2,3,1,1,1,1,2,1,1,1,1,2,1,2,1,1,1,1,1,2,1,2,45,166,156287
2000-02-02,2,2,2,7,0,0,1,1,1,2,2,1,1,2,1,2,3,3,1,1,2,4,1,2,2,2,2,1,1,1,2,2,2,1,1,1,71,171,125989
2000-02-03,2,3,3,9,1,0,1,2,2,1,2,1,2,2,2,1,1,1,1,2,2,1,1,1,1,2,2,1,1,1,1,1,1,1,1,2,45,163,149094
2000-02-04,2,4,4,7,-2,1,2,1,2,1,3,3,3,1,2,2,2,1,1,1,2,2,1,1,1,1,3,1,2,2,1,1,1,1,1,1,49,159,111512
2000-02-05,2,5,5,10,0,0,2,1,2,2,2,1,1,2,1,3,1,2,2,1,1,1,2,1,1,2,1,1,2,1,1,2,3,4,2,1,58,226,150077
2000-02-06,2,6,6,4,-2,0,1,2,2,1,1,2,1,1,2,1,1,2,2,2,1,1,2,1,1,1,1,2,2,3,3,1,2,1,1,1,63,216,140390
2000-02-07,2,7,0,11,3,0,1,2,1,3,2,2,1,1,1,1,1,2,2,1,3,2,1,2,1,3,2,3,1,1,1,2,1,3,2,2,53,179,143196
2000-02-08,2,8,1,11,1,2,0,1,0,1,1,1,0,0,2,2,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,46,141,98119
2000-02-09,2,9,2,6,0,0,1,1,1,1,1,1,1,1,1,2,3,1,1,2,3,1,2,1,1,3,2,1,2,1,3,2,2,2,2,2,61,180,146699
2000-02-10,2,10,3,10,0,1,1,2,2,3,3,2,1,2,2,1,2,1,1,1,2,1,1,2,1,2,1,1,1,1,1,1,1,3,1,1,57,161,140937
2000-02-11,2,11,4,6,-1,0,1,1,3,1,4,1,2,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,2,1,1,2,1,2,1,4,53,173,157561
2000-02-12,2,12,5,8,1,0,2,2,1,3,2,1,1,3,2,1,1,2,1,1,1,2,3,2,1,2,1,2,2,2,1,3,3,2,1,2,66,188,150494
2000-02-13,2,13,6,3,-4,0,2,1,1,1,2,2,2,3,3,3,1,1,1,2,1,1,1,1,1,2,2,3,2,1,1,3,2,1,1,2,59,228,167769
2000-02-14,2,14,0,10,2,1,2,2,2,2,2,1,1,2,1,1,1,2,1,2,1,1,1,1,1,2,1,1,1,1,2,1,4,2,2,2,50,181,126900
2000-02-15,2,15,1,11,4,1,2,1,1,1,1,2,1,2,3,1,1,1,2,3,2,2,1,1,2,1,1,2,2,2,1,4,2,1,2,2,64,157,149301
2000-02-16,2,16,2,9,0,0,1,1,1,1,1,3,1,1,1,2,1,2,4,2,3,2,2,3,2,1,2,2,2,3,1,1,1,1,1,2,54,193,137112
2000-02-17,2,17,3,6,0,2,2,1,2,0,0,2,1,1,0,1,0,0,0,1,1,2,0,0,1,2,1,0,0,2,0,1,1,0,0,1,43,138,140401
2000-02-18,2,18,4,3,-4,1,1,2,2,1,1,1,1,3,2,1,1,3,1,2,1,2,1,3,3,2,1,1,1,2,1,2,2,1,2,1,53,184,156896
2000-02-19,2,19,5,5,-4,1,1,2,1,1,3,1,1,2,1,2,1,1,2,2,3,1,1,2,1,4,1,2,3,2,1,1,2,1,1,2,64,195,146055
2000-02-20,2,20,6,6,0,1,1,1,1,3,2,3,1,1,1,2,1,3,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,3,1,3,77,202,147763
2000-02-21,2,21,0,10,3,2,1,0,0,1,0,2,0,2,1,1,0,1,3,0,1,0,1,0,2,0,0,0,1,1,0,1,0,0,2,1,44,168,114083
2000-02-22,2,22,1,11,3,1,1,1,2,1,1,2,2,1,2,3,1,2,2,1,2,2,3,1,3,3,1,1,1,2,1,1,1,1,1,1,52,178,152608
2000-02-23,2,23,2,5,-1,0,2,2,1,1,1,3,1,1,1,2,2,1,1,2,2,2,1,2,1,2,1,1,2,1,1,2,3,3,1,1,48,162,153336
2000-02-24,2,24,3,9,3,1,2,3,1,4,1,1,1,1,1,2,1,1,1,4,3,1,2,2,2,2,2,1,1,2,1,2,1,1,1,1,49,195,148875
2000-02-25,2,25,4,3,-2,1,3,1,2,3,3,2,3,3,2,1,2,3,1,1,1,3,1,2,2,2,3,1,2,2,1,1,3,1,1,1,53,163,139817
2000-02-26,2,26,5,9,2,0,3,3,2,2,1,2,2,2,1,4,1,1,1,2,2,1,2,2,2,1,1,2,2,2,2,1,1,2,1,1,63,214,140743
2000-02-27,2,27,6,4,-1,0,1,2,2,1,2,1,4,3,1,2,1,2,1,2,1,2,1,1,3,1,1,1,3,1,1,2,2,2,2,1,70,187,144503
2000-02-28,2,28,0,7,-1,2,0,0,3,2,2,0,0,1,0,0,0,0,1,1,0,0,0,0,0,2,0,0,1,2,1,0,0,0,0,1,50,143,106191
2000-02-29,2,29,1,7,1,0,1,1,2,2,2,2,2,2,1,1,1,1,1,1,2,1,1,1,3,2,3,1,1,2,1,1,2,1,1,3,41,159,159653
2000-03-01,3,1,2,7,0,0,1,2,2,1,2,1,2,1,2,2,3,1,2,1,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,2,95,122,129964
2000-03-02,3,2,3,7,-2,1,1,1,1,1,3,1,1,1,1,2,1,1,1,1,1,1,2,1,2,2,3,3,1,1,2,1,1,1,1,2,144,98,146075
2000-03-03,3,3,4,9,0,1,1,2,3,2,1,1,3,3,2,2,2,1,1,2,1,1,2,1,1,2,2,2,1,1,1,1,1,2,1,1,87,124,136863
2000-03-04,3,4,5,14,5,2,1,0,0,0,0,0,1,1,0,2,0,2,1,1,0,0,0,1,1,0,0,1,1,0,2,0,1,0,2,1,107,128,130595
2000-03-05,3,5,6,12,4,1,1,2,3,1,2,2,3,1,1,2,3,2,4,1,2,1,1,2,1,1,3,2,1,1,1,2,1,2,2,4,129,166,137160
2000-03-06,3,6,0,5,-3,1,1,3,2,1,3,1,2,1,2,2,2,2,1,2,2,1,1,1,1,3,3,1,1,2,3,1,2,1,1,2,116,94,128603
2000-03-07,3,7,1,10,0,1,2,1,1,2,1,1,1,1,1,1,2,1,2,1,2,1,1,2,1,2,2,3,1,1,2,3,2,2,1,1,100,100,161978
2000-03-08,3,8,2,14,6,2,0,1,0,0,0,0,1,2,0,0,0,0,1,2,0,0,1,0,0,0,1,1,1,0,0,1,0,1,1,1,72,102,118749
2000-03-09,3,9,3,14,8,2,1,2,1,0,0,1,1,1,0,2,2,0,1,0,0,1,1,0,1,1,1,0,0,1,2,0,0,0,0,0,104,74,151747
2000-03-10,3,10,4,5,-4,1,1,2,2,3,2,1,2,3,1,1,3,2,2,3,2,2,2,1,1,2,3,1,2,1,1,2,2,1,1,2,104,141,144051
2000-03-11,3,11,5,10,2,0,2,3,2,3,2,1,1,3,2,2,2,1,2,1,2,1,3,1,3,1,1,1,1,2,2,1,1,1,2,2,156,104,148022
2000-03-12,3,12,6,7,0,0,1,1,1,2,1,2,1,1,2,2,1,1,2,1,2,1,1,2,3,1,2,1,1,3,1,3,4,1,1,1,118,172,151521
2000-03-13,3,13,0,12,6,1,1,1,1,1,2,1,2,1,2,1,3,4,1,1,3,4,3,1,2,2,1,1,1,1,3,2,1,1,1,1,104,134,146606
2000-03-14,3,14,1,12,2,0,4,1,1,1,1,3,1,1,1,2,4,1,1,2,3,1,2,2,1,1,2,1,3,1,3,2,2,3,1,3,145,103,145233
