date,month,day,weekday,high_temp,low_temp,weather,menu_1_sales,menu_2_sales,menu_3_sales,menu_4_sales,menu_5_sales,menu_6_sales,menu_7_sales,menu_8_sales,menu_9_sales,menu_10_sales,menu_11_sales,menu_12_sales,menu_13_sales,menu_14_sales,menu_15_sales,menu_16_sales,menu_17_sales,menu_18_sales,menu_19_sales,menu_20_sales,menu_21_sales,menu_22_sales,menu_23_sales,menu_24_sales,menu_25_sales,menu_26_sales,menu_27_sales,menu_28_sales,menu_29_sales,menu_30_sales,ice_drink_sales,hot_drink_sales,revenue
2022-01-01,1,1,5,4,-5,0,3,3,2,2,3,1,1,2,1,2,1,1,2,1,4,2,1,1,1,1,1,1,1,3,2,2,3,1,1,1,74,195,144985
2022-01-02,1,2,6,8,2,1,3,2,2,1,1,2,2,2,1,1,2,1,2,2,2,4,2,2,1,3,1,2,1,2,3,2,3,3,3,2,51,201,165160
2022-01-03,1,3,0,3,-4,0,1,2,1,1,2,2,1,2,2,1,1,2,2,3,2,2,4,1,1,1,1,3,3,1,1,2,1,2,1,1,51,172,181681
2022-01-04,1,4,1,7,0,0,5,2,1,1,3,1,2,2,1,2,1,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,4,2,2,2,55,192,115553
2022-01-05,1,5,2,0,-9,0,1,2,1,1,1,3,4,2,1,1,1,2,2,2,2,2,3,1,2,1,1,2,2,1,2,1,1,2,2,1,57,160,163117
2022-01-06,1,6,3,6,-2,0,3,1,3,1,2,1,3,2,2,3,2,2,1,1,2,1,1,1,1,2,1,3,1,2,3,3,3,1,3,1,53,150,159807
2022-01-07,1,7,4,3,-5,1,3,1,1,2,2,2,2,2,2,1,1,3,1,3,2,1,1,2,1,2,1,2,4,2,2,1,1,1,1,2,60,171,145903
2022-01-08,1,8,5,8,0,1,3,2,1,2,2,1,2,1,2,2,2,2,2,1,1,2,1,2,3,1,1,2,1,1,3,1,2,1,1,1,66,215,175391
2022-01-09,1,9,6,2,-3,1,1,2,1,2,1,1,2,1,2,1,1,1,1,1,3,1,1,1,1,2,1,1,3,1,2,2,1,1,1,1,66,200,165618
2022-01-10,1,10,0,7,0,0,3,2,1,3,3,1,1,2,1,1,1,1,3,5,1,1,1,3,3,1,1,1,2,1,3,3,2,3,1,1,66,182,163631
2022-01-11,1,11,1,6,-3,2,0,0,2,0,0,0,2,1,1,1,1,2,0,0,0,0,0,1,1,1,0,3,0,0,0,0,2,0,1,0,53,159,135379
2022-01-12,1,12,2,7,1,0,1,2,1,2,2,1,3,3,1,1,1,1,3,1,2,2,1,2,3,2,1,1,1,1,1,1,1,1,2,1,64,183,144928
