date,month,day,weekday,high_temp,low_temp,weather,menu_1_sales,menu_2_sales,menu_3_sales,menu_4_sales,menu_5_sales,menu_6_sales,menu_7_sales,menu_8_sales,menu_9_sales,menu_10_sales,menu_11_sales,menu_12_sales,menu_13_sales,menu_14_sales,menu_15_sales,menu_16_sales,menu_17_sales,menu_18_sales,menu_19_sales,menu_20_sales,menu_21_sales,menu_22_sales,menu_23_sales,menu_24_sales,menu_25_sales,menu_26_sales,menu_27_sales,menu_28_sales,menu_29_sales,menu_30_sales,ice_drink_sales,hot_drink_sales,revenue
2022-01-01,1,1,5,7,-1,2,2,1,0,1,1,0,1,0,1,0,0,1,1,0,0,1,2,0,1,0,0,0,0,0,1,1,1,0,0,2,81,130,115768
2022-01-02,1,2,6,9,0,1,1,1,1,1,4,2,1,2,2,2,2,2,1,1,2,2,1,2,1,1,2,3,1,1,2,1,2,1,1,2,80,170,122655
2022-01-03,1,3,0,9,0,0,2,1,2,3,1,1,1,3,1,1,1,1,2,2,3,4,1,1,2,3,2,3,2,3,1,2,1,2,1,1,74,125,110777
2022-01-04,1,4,1,5,0,0,2,2,2,4,2,2,1,2,1,1,3,1,1,1,1,2,1,1,3,1,1,2,1,1,2,3,2,1,1,2,89,134,125819
2022-01-05,1,5,2,8,0,0,1,1,2,2,1,1,2,2,2,2,4,1,2,2,2,1,1,2,2,2,1,1,1,2,2,1,1,2,1,2,89,139,123270
2022-01-06,1,6,3,3,-2,0,1,2,2,1,1,1,1,2,3,1,3,3,1,2,1,1,3,1,2,3,1,2,2,1,2,1,3,1,2,1,76,143,135945
2022-01-07,1,7,4,4,-3,0,1,1,1,1,2,1,1,2,2,3,2,3,1,2,2,3,3,2,2,1,2,2,2,1,2,3,1,2,2,1,78,140,132354
2022-01-08,1,8,5,7,1,1,1,2,2,1,2,2,1,1,2,2,1,2,1,3,2,1,2,2,2,2,1,1,3,2,3,2,2,1,2,1,81,188,128029
2022-01-09,1,9,6,6,0,0,1,1,2,2,1,1,2,1,2,1,1,2,3,3,3,3,2,1,2,2,1,1,1,1,1,1,2,3,2,1,98,163,127610
2022-01-10,1,10,0,0,-8,0,1,1,1,1,1,3,2,1,1,1,1,1,1,3,1,3,1,1,3,1,1,2,3,2,2,2,3,2,2,2,67,138,124528
2022-01-11,1,11,1,1,-7,0,1,1,3,2,1,3,2,1,1,2,3,1,3,2,2,1,1,1,1,2,2,2,1,2,2,1,2,3,1,3,75,149,134046
2022-01-12,1,12,2,4,-4,0,1,2,2,1,1,1,3,2,2,1,2,1,1,1,1,1,2,2,1,1,2,2,2,1,2,3,2,1,1,2,87,135,129359
2022-01-13,1,13,3,3,-4,0,3,4,2,3,2,1,2,1,1,1,3,1,1,4,2,1,2,1,2,1,1,2,1,2,2,2,2,3,5,2,71,152,115078
