date,month,day,weekday,high_temp,low_temp,weather,menu_1_sales,menu_2_sales,menu_3_sales,menu_4_sales,menu_5_sales,menu_6_sales,menu_7_sales,menu_8_sales,menu_9_sales,menu_10_sales,menu_11_sales,menu_12_sales,menu_13_sales,menu_14_sales,menu_15_sales,menu_16_sales,menu_17_sales,menu_18_sales,menu_19_sales,menu_20_sales,menu_21_sales,menu_22_sales,menu_23_sales,menu_24_sales,menu_25_sales,menu_26_sales,menu_27_sales,menu_28_sales,menu_29_sales,menu_30_sales,ice_drink_sales,hot_drink_sales,revenue
2022-01-01,1,1,5,8,1,0,4,3,1,1,1,1,1,3,2,2,1,2,1,1,1,2,1,1,1,2,1,3,2,1,3,1,2,1,2,2,104,169,171632
2022-01-02,1,2,6,9,3,1,3,4,1,3,2,2,1,2,1,2,2,2,2,3,1,3,1,1,1,1,2,3,1,1,1,1,1,1,2,1,91,172,119779
2022-01-03,1,3,0,3,-5,0,2,4,2,1,2,1,2,4,1,1,2,1,1,1,1,3,2,3,1,1,1,2,2,2,5,1,3,2,2,1,69,151,109646
2022-01-04,1,4,1,4,-4,1,2,2,2,2,2,3,1,1,1,2,2,1,1,1,1,2,1,2,1,2,1,2,1,1,1,1,1,3,2,1,74,135,123070
2022-01-05,1,5,2,6,-1,0,3,1,1,2,1,3,1,2,1,2,2,1,1,1,1,1,2,2,1,2,2,1,1,1,1,2,1,2,2,2,65,140,173060
2022-01-06,1,6,3,0,-7,0,1,3,1,3,3,2,1,1,1,2,2,2,2,1,1,1,1,3,3,3,1,1,2,2,2,3,1,1,3,1,66,146,186506
2022-01-07,1,7,4,7,-2,0,1,1,4,1,1,2,1,3,1,1,3,2,2,2,1,3,1,2,2,2,2,1,2,1,2,2,1,1,1,1,72,142,129210
2022-01-08,1,8,5,0,-9,1,2,2,4,2,1,3,1,1,1,1,2,2,1,2,2,1,2,2,1,1,2,2,2,2,1,1,1,2,1,3,94,173,183665
2022-01-09,1,9,6,5,-4,0,1,2,1,1,1,2,2,2,2,1,2,2,2,1,1,2,3,2,2,1,1,1,2,1,3,1,4,2,2,2,92,160,155210
2022-01-10,1,10,0,7,-2,0,2,1,1,1,1,1,2,1,2,2,1,3,2,1,2,1,1,1,1,1,2,2,1,3,3,2,1,1,3,2,65,134,129450
2022-01-11,1,11,1,1,-6,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,3,1,1,1,1,1,3,2,1,2,1,2,1,2,81,138,170808
2022-01-12,1,12,2,0,-6,0,2,2,3,2,1,2,1,2,1,1,2,1,1,1,2,2,1,2,1,1,1,3,2,1,1,3,1,3,1,3,77,138,100523
2022-01-13,1,13,3,7,0,2,1,0,2,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,2,1,2,0,0,2,1,0,0,1,0,0,62,105,100673
2022-01-14,1,14,4,2,-3,0,1,1,1,2,2,3,3,2,1,2,1,1,3,2,2,4,2,2,1,1,1,1,1,2,3,3,2,2,1,1,71,128,133214
2022-01-15,1,15,5,2,-4,0,1,2,2,1,2,1,2,1,3,1,1,2,1,3,2,1,3,1,2,3,2,1,3,1,2,1,1,2,1,2,100,150,122265
2022-01-16,1,16,6,5,-1,0,2,1,2,1,1,1,1,1,1,1,1,2,2,3,1,3,3,3,1,1,1,1,1,2,2,1,1,1,3,1,86,182,199360
2022-01-17,1,17,0,5,-1,2,0,0,2,1,2,1,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,1,1,0,0,2,1,3,1,1,73,130,158399
2022-01-18,1,18,1,4,-3,2,1,3,0,0,0,2,0,2,0,0,1,1,0,0,1,0,1,0,1,0,2,0,2,1,1,1,0,0,0,0,61,137,128846
2022-01-19,1,19,2,6,-2,1,1,2,1,2,2,1,1,2,2,2,1,2,1,1,2,3,3,2,2,1,3,1,3,1,2,1,2,1,1,1,73,135,135508
2022-01-20,1,20,3,0,-6,0,2,3,2,2,2,2,2,1,1,2,1,1,1,1,1,2,1,1,1,3,2,2,2,1,1,1,1,2,1,2,69,149,174430
2022-01-21,1,21,4,0,-7,2,0,0,1,1,1,0,0,1,1,0,2,1,0,0,3,0,2,0,0,2,1,1,0,0,0,0,1,2,0,1,68,120,113173
2022-01-22,1,22,5,6,0,2,1,0,1,0,0,0,2,0,0,4,1,0,2,1,2,0,1,2,1,0,2,0,0,0,0,1,1,1,0,1,87,150,163204
2022-01-23,1,23,6,2,-7,2,0,1,1,1,4,0,1,2,0,1,1,1,1,0,0,1,0,0,2,0,1,1,1,0,0,0,2,1,1,1,87,142,163976
2022-01-24,1,24,0,1,-5,0,1,1,1,2,3,2,2,3,1,1,2,3,1,3,2,3,1,2,2,1,1,3,3,1,1,2,2,3,1,2,80,131,184865
2022-01-25,1,25,1,8,0,0,2,4,2,1,1,1,2,3,2,2,2,1,2,1,1,2,3,1,1,1,3,1,2,3,1,1,1,2,1,2,70,148,185313
2022-01-26,1,26,2,4,-2,0,2,3,1,3,1,2,1,2,1,3,1,1,1,2,1,1,1,2,2,1,2,1,1,2,2,2,2,1,3,2,69,144,102832
2022-01-27,1,27,3,8,0,0,3,1,1,2,4,1,1,3,2,1,1,2,1,2,2,2,3,1,1,1,4,1,1,3,1,2,2,2,1,1,66,153,179258
2022-01-28,1,28,4,7,0,0,1,5,1,2,1,3,2,2,2,3,1,2,1,1,2,1,3,2,1,1,1,1,1,1,1,1,1,2,4,1,68,131,186220
