date,month,day,weekday,high_temp,low_temp,weather,menu_1_sales,menu_2_sales,menu_3_sales,menu_4_sales,menu_5_sales,menu_6_sales,menu_7_sales,menu_8_sales,menu_9_sales,menu_10_sales,menu_11_sales,menu_12_sales,menu_13_sales,menu_14_sales,menu_15_sales,menu_16_sales,menu_17_sales,menu_18_sales,menu_19_sales,menu_20_sales,menu_21_sales,menu_22_sales,menu_23_sales,menu_24_sales,menu_25_sales,menu_26_sales,menu_27_sales,menu_28_sales,menu_29_sales,menu_30_sales,ice_drink_sales,hot_drink_sales,revenue
2022-01-01,1,1,5,3,-4,1,2,1,3,3,2,1,2,1,2,1,2,2,2,2,2,2,4,4,3,1,2,2,3,2,2,2,2,2,1,1,76,210,153301
2022-01-02,1,2,6,9,0,1,1,3,3,1,2,1,1,1,3,2,1,1,2,1,1,2,1,2,1,1,1,2,1,2,1,1,1,1,2,2,74,214,122294
2022-01-03,1,3,0,4,-2,1,3,1,1,2,1,2,1,2,2,2,1,1,3,1,2,3,1,1,1,3,1,3,1,1,2,4,2,1,2,1,53,160,178113
2022-01-04,1,4,1,9,1,0,3,1,3,1,1,2,2,4,1,1,1,3,3,1,1,2,1,2,1,2,4,1,2,2,2,3,1,1,1,1,53,139,166125
2022-01-05,1,5,2,6,-3,1,1,1,1,2,2,1,1,1,2,1,2,1,1,2,3,2,2,1,1,2,2,3,1,2,1,1,1,1,1,1,65,163,158249
2022-01-06,1,6,3,6,-3,0,2,1,2,2,2,1,1,1,2,1,3,2,2,1,2,1,2,1,1,1,1,3,1,2,2,2,1,2,3,3,51,158,118930
2022-01-07,1,7,4,2,-5,2,1,1,0,0,1,0,1,1,0,1,1,0,1,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,41,107,119575
2022-01-08,1,8,5,3,-4,2,0,1,0,0,1,1,0,0,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,1,1,0,1,0,1,1,42,112,56033
2022-01-09,1,9,6,1,-5,1,1,1,1,2,1,1,2,2,1,2,1,3,2,1,1,1,2,3,1,1,1,3,1,3,1,2,1,3,2,1,73,197,131452
2022-01-10,1,10,0,3,-2,0,2,1,2,1,1,1,2,1,4,1,2,2,1,3,3,1,2,4,3,1,2,2,1,2,2,1,1,2,2,1,40,155,134992
2022-01-11,1,11,1,6,-1,1,3,2,2,1,3,3,2,3,1,2,1,2,1,1,2,1,2,2,2,2,1,1,2,2,2,2,2,1,2,1,56,168,122855
