date,month,day,weekday,high_temp,low_temp,weather,menu_1_sales,menu_2_sales,menu_3_sales,menu_4_sales,menu_5_sales,menu_6_sales,menu_7_sales,menu_8_sales,menu_9_sales,menu_10_sales,menu_11_sales,menu_12_sales,menu_13_sales,menu_14_sales,menu_15_sales,menu_16_sales,menu_17_sales,menu_18_sales,menu_19_sales,menu_20_sales,menu_21_sales,menu_22_sales,menu_23_sales,menu_24_sales,menu_25_sales,menu_26_sales,menu_27_sales,menu_28_sales,menu_29_sales,menu_30_sales,ice_drink_sales,hot_drink_sales,revenue
2022-01-01,1,1,5,5,0,1,1,1,1,2,3,2,2,1,2,1,3,1,1,2,3,2,1,1,2,2,2,2,2,1,2,1,2,1,2,1,132,224,190736
2022-01-02,1,2,6,2,-3,1,3,1,1,2,1,2,2,1,2,2,1,2,3,2,2,2,1,1,2,1,1,1,2,2,3,2,1,2,1,1,110,255,133145
2022-01-03,1,3,0,3,-2,0,1,1,2,1,1,2,4,1,1,1,1,3,1,1,1,2,3,2,2,2,1,1,2,2,2,1,3,1,2,1,76,132,157393
2022-01-04,1,4,1,8,1,0,1,2,1,2,2,3,1,1,1,2,2,2,3,2,3,1,1,1,1,1,3,1,3,1,2,2,1,2,1,1,71,128,126039
2022-01-05,1,5,2,5,-3,1,1,3,2,3,1,3,3,1,2,2,2,1,1,1,2,3,3,3,3,3,1,1,3,2,3,1,1,1,2,1,78,128,124065
2022-01-06,1,6,3,2,-5,2,0,1,0,0,2,1,0,0,1,0,0,0,0,0,1,2,0,2,0,0,0,1,0,2,2,1,2,1,1,2,49,111,112686
2022-01-07,1,7,4,6,-2,0,1,1,1,2,1,3,2,1,2,1,2,2,2,3,2,1,2,1,2,2,2,1,2,1,3,3,1,2,2,3,71,142,143077
2022-01-08,1,8,5,1,-4,0,1,1,1,2,2,3,1,1,2,3,1,1,1,1,1,2,2,1,2,2,1,1,2,2,3,1,2,1,1,1,114,246,157004
2022-01-09,1,9,6,6,0,0,2,2,1,2,2,1,1,1,2,2,3,2,3,3,1,1,1,1,1,1,1,1,2,1,1,2,2,1,2,3,144,224,151157
2022-01-10,1,10,0,0,-9,1,1,2,1,2,1,3,2,2,1,1,3,2,1,1,1,1,1,2,2,1,1,3,1,2,2,1,3,3,3,1,62,144,140990
2022-01-11,1,11,1,6,0,0,1,2,2,2,1,1,1,2,2,3,2,1,1,1,1,2,1,3,3,3,4,1,2,2,1,1,1,2,1,3,87,135,155096
2022-01-12,1,12,2,6,-3,0,1,1,1,1,1,2,1,1,2,2,2,2,1,1,1,3,2,1,2,2,1,1,1,1,2,2,2,1,1,4,72,131,161869
2022-01-13,1,13,3,3,-5,0,1,2,3,2,2,2,2,2,1,1,1,3,3,3,2,3,3,2,2,2,2,1,3,1,1,1,1,1,2,1,78,135,167301
2022-01-14,1,14,4,2,-5,2,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,2,0,2,1,1,0,1,0,0,1,0,53,107,113463
2022-01-15,1,15,5,0,-7,1,2,2,1,1,1,2,3,1,3,1,2,2,2,1,1,2,1,3,1,2,2,2,2,1,3,2,2,2,2,1,118,247,158146
2022-01-16,1,16,6,8,0,0,1,2,3,1,2,1,3,2,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,1,1,1,114,240,134163
2022-01-17,1,17,0,5,0,0,1,3,1,2,1,2,3,1,1,1,3,1,2,2,2,1,2,1,1,1,1,1,2,1,3,1,1,1,2,2,81,141,178844
2022-01-18,1,18,1,5,-3,0,1,1,2,2,1,1,1,2,1,2,2,3,2,2,1,1,1,2,1,1,2,2,1,1,2,2,1,2,1,2,77,150,134499
2022-01-19,1,19,2,1,-7,0,1,1,2,1,2,3,2,1,2,4,1,1,2,3,1,1,1,3,2,1,3,1,1,1,1,2,3,2,2,1,67,142,142983
2022-01-20,1,20,3,6,-3,0,1,2,2,1,3,2,2,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,2,3,3,2,2,2,1,2,68,142,130042
2022-01-21,1,21,4,7,0,0,1,1,2,3,1,1,1,1,1,1,1,3,2,2,1,2,2,1,2,4,1,1,2,3,1,2,1,1,2,1,68,154,154635
2022-01-22,1,22,5,7,1,1,1,1,1,2,2,1,1,2,1,1,3,1,1,1,1,2,2,2,1,4,2,2,2,1,1,2,2,1,3,1,125,247,122590
2022-01-23,1,23,6,4,-4,1,3,3,2,1,1,2,2,1,1,1,1,1,1,2,1,1,2,2,1,1,2,3,2,2,1,3,1,1,1,1,132,241,151762
2022-01-24,1,24,0,7,-1,0,2,1,1,3,2,2,2,2,2,1,1,1,3,1,1,2,2,1,1,1,2,1,3,2,2,1,2,2,2,2,69,139,161821
2022-01-25,1,25,1,7,1,1,2,2,2,2,1,1,1,1,1,2,2,1,2,2,2,1,1,1,1,1,2,1,1,2,1,2,1,1,1,2,73,133,140113
2022-01-26,1,26,2,1,-8,0,3,2,4,2,2,1,1,1,2,1,2,1,1,2,2,1,2,1,2,3,1,3,2,4,2,2,1,1,3,2,66,140,148601
2022-01-27,1,27,3,3,-4,1,2,1,3,1,1,1,3,1,1,1,2,2,1,1,1,2,1,2,3,1,1,2,3,1,1,1,1,3,1,1,65,141,147595
2022-01-28,1,28,4,1,-7,1,1,2,1,2,2,2,1,1,1,2,4,2,3,2,1,1,1,1,1,1,1,1,2,2,2,3,1,1,4,1,68,151,144465
2022-01-29,1,29,5,8,2,0,1,2,1,2,2,3,3,1,2,1,1,2,1,1,1,1,2,1,2,1,3,1,2,3,2,1,1,1,1,3,141,234,172070
2022-01-30,1,30,6,7,0,0,2,1,3,1,3,1,1,1,5,2,2,1,2,2,1,2,1,1,3,1,1,1,2,4,2,3,2,2,4,2,147,227,153357
2022-01-31,1,31,0,0,-7,0,2,1,1,1,1,1,2,1,1,3,1,1,2,1,2,1,1,1,2,1,1,2,1,1,2,4,1,2,1,2,79,138,148083
2022-02-01,2,1,1,9,3,0,2,1,1,1,3,2,2,2,1,3,2,2,1,2,1,3,1,2,3,3,2,3,1,1,1,1,2,1,1,3,66,143,189211
2022-02-02,2,2,2,9,0,1,1,1,4,3,1,2,1,1,1,4,2,2,1,3,2,1,2,2,2,2,1,3,1,1,1,1,2,2,2,1,81,146,144341
2022-02-03,2,3,3,5,0,1,1,2,1,1,2,4,1,1,1,1,2,1,3,1,3,1,1,1,1,1,2,1,1,2,1,2,1,1,1,1,82,140,144042
2022-02-04,2,4,4,10,0,0,1,3,2,3,3,3,3,2,3,1,3,1,1,4,1,2,2,1,1,1,2,2,1,1,2,1,1,3,1,2,78,144,163522
2022-02-05,2,5,5,3,-5,0,1,2,2,1,1,2,4,1,1,3,2,1,2,1,1,2,3,2,1,1,1,2,2,2,2,2,3,1,1,1,126,224,146470
2022-02-06,2,6,6,6,-3,0,1,2,1,1,2,1,1,1,2,2,1,2,1,1,1,1,2,3,2,1,3,1,2,1,1,1,1,2,1,1,142,217,170068
2022-02-07,2,7,0,2,-6,0,1,3,1,1,2,2,1,2,3,2,2,1,2,1,2,1,1,1,4,2,2,2,1,3,1,2,1,2,2,2,89,137,182791
2022-02-08,2,8,1,9,0,0,3,2,1,1,2,3,1,2,2,1,1,1,2,2,1,1,1,3,1,2,1,3,4,2,2,2,1,1,1,1,82,126,139410
2022-02-09,2,9,2,5,-1,1,2,3,1,2,3,2,1,1,1,2,1,2,1,4,2,3,2,1,1,2,1,1,2,1,1,1,2,2,2,2,70,136,132912
2022-02-10,2,10,3,8,0,2,0,2,2,1,0,0,0,2,0,1,3,1,2,2,0,1,0,1,1,1,0,0,1,1,0,2,1,0,0,0,61,125,134522
2022-02-11,2,11,4,5,-2,0,1,2,2,2,2,1,2,1,2,1,1,2,1,1,1,1,2,1,3,1,1,1,1,1,2,1,1,2,1,4,87,134,142790
2022-02-12,2,12,5,2,-7,1,2,1,2,1,3,1,2,2,1,3,2,3,1,2,2,3,1,1,3,2,1,2,1,1,2,1,2,1,1,2,132,232,181750
2022-02-13,2,13,6,2,-3,0,2,1,2,3,1,2,2,1,1,1,3,1,2,1,2,2,1,4,1,2,1,1,1,3,1,1,1,1,1,1,131,240,171611
2022-02-14,2,14,0,4,-2,1,1,2,2,1,1,2,1,2,2,5,3,1,1,1,1,1,2,1,1,1,1,2,1,1,2,2,1,2,3,2,85,136,172530
2022-02-15,2,15,1,4,-5,2,1,1,0,0,0,1,0,0,2,0,1,1,1,1,2,1,2,2,0,0,0,1,1,0,0,0,3,0,0,0,64,106,141030
2022-02-16,2,16,2,2,-7,1,3,1,3,1,2,2,1,2,1,3,2,2,1,3,1,2,2,2,2,1,1,1,2,1,2,1,3,1,1,1,67,146,164411
2022-02-17,2,17,3,5,-1,1,1,1,1,1,2,1,2,2,1,1,1,1,2,2,1,2,2,1,2,2,2,1,1,2,1,1,1,1,1,1,68,151,162043
2022-02-18,2,18,4,2,-6,0,1,3,2,1,1,1,2,2,3,3,1,2,1,2,2,1,1,3,3,1,1,2,1,2,2,2,1,2,3,2,75,153,142594
2022-02-19,2,19,5,2,-5,0,2,2,2,3,3,2,1,3,2,3,3,1,2,3,1,1,3,2,2,1,3,2,1,3,2,3,1,1,1,2,121,241,144286
2022-02-20,2,20,6,4,-2,1,3,1,2,1,1,3,3,2,2,1,3,1,2,3,3,1,1,1,2,5,3,3,2,2,2,2,2,2,2,2,127,222,173604
2022-02-21,2,21,0,7,1,1,3,1,1,2,2,1,2,1,2,3,1,1,2,2,1,4,2,3,2,1,1,2,1,1,2,3,2,2,1,1,79,149,140386
2022-02-22,2,22,1,4,-4,1,2,3,3,4,1,1,2,1,1,2,1,2,3,1,2,2,2,2,2,1,3,1,1,1,3,3,3,1,3,3,67,141,143147
2022-02-23,2,23,2,2,-6,0,2,1,3,2,2,1,2,2,1,1,1,1,3,1,1,2,1,1,2,1,1,4,2,1,1,1,2,1,3,2,83,138,148560
2022-02-24,2,24,3,9,0,0,1,3,2,2,2,1,1,2,2,3,1,2,2,1,1,1,2,1,2,1,2,1,2,3,1,1,1,4,2,1,86,130,142198
2022-02-25,2,25,4,8,2,0,1,2,2,1,1,2,1,1,1,2,2,1,1,2,2,1,1,1,2,3,1,2,2,2,2,1,3,2,1,2,65,140,186355
