date,month,day,weekday,high_temp,low_temp,weather,menu_1_sales,menu_2_sales,menu_3_sales,menu_4_sales,menu_5_sales,menu_6_sales,menu_7_sales,menu_8_sales,menu_9_sales,menu_10_sales,menu_11_sales,menu_12_sales,menu_13_sales,menu_14_sales,menu_15_sales,menu_16_sales,menu_17_sales,menu_18_sales,menu_19_sales,menu_20_sales,menu_21_sales,menu_22_sales,menu_23_sales,menu_24_sales,menu_25_sales,menu_26_sales,menu_27_sales,menu_28_sales,menu_29_sales,menu_30_sales,ice_drink_sales,hot_drink_sales,revenue
2022-01-01,1,1,5,4,-4,0,3,1,1,2,1,2,1,1,2,2,1,1,1,2,2,1,2,3,2,1,3,1,1,5,1,3,2,2,3,2,83,190,185187
2022-01-02,1,2,6,8,-1,1,2,1,3,1,2,2,3,2,2,2,1,2,1,2,1,1,1,3,1,2,1,2,2,2,2,2,1,1,1,1,102,169,185097
2022-01-03,1,3,0,2,-7,0,1,1,1,2,2,1,3,1,1,3,1,2,4,2,2,2,1,2,1,1,1,2,1,1,1,2,2,3,2,2,72,138,103313
2022-01-04,1,4,1,9,0,0,2,2,2,3,2,3,2,3,1,1,1,1,2,1,2,1,1,2,2,1,1,1,2,2,2,2,1,1,1,3,70,158,198801
2022-01-05,1,5,2,9,1,0,3,1,2,3,1,2,3,1,3,2,1,1,2,1,2,2,2,2,3,1,1,2,1,2,1,1,1,2,1,2,89,134,168389
2022-01-06,1,6,3,8,0,0,3,1,2,3,2,3,2,2,2,1,2,1,2,1,1,1,2,2,1,3,2,1,1,3,2,3,1,1,1,1,65,148,172824
2022-01-07,1,7,4,4,-1,0,2,1,1,2,2,1,1,1,1,1,2,1,1,2,3,2,2,1,2,1,1,3,3,1,2,2,1,2,1,1,81,124,177374
2022-01-08,1,8,5,5,-4,0,1,1,3,2,2,3,2,1,1,2,2,1,3,3,1,1,3,1,3,2,2,1,1,1,1,3,1,3,1,1,83,174,165213
2022-01-09,1,9,6,9,0,1,2,2,2,1,1,1,3,2,1,1,1,1,2,2,1,1,1,1,1,1,2,2,2,1,1,2,2,2,1,1,95,157,104727
2022-01-10,1,10,0,1,-4,0,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,1,4,1,1,1,1,1,1,1,1,86,141,192329
2022-01-11,1,11,1,8,1,0,3,1,1,1,1,3,1,1,1,2,1,2,1,1,3,2,2,3,2,1,3,3,2,2,2,2,1,2,1,2,78,148,182961
2022-01-12,1,12,2,6,-1,0,2,2,3,4,2,2,2,2,1,1,1,1,1,1,2,1,1,3,2,3,3,1,2,1,1,2,2,3,2,1,81,144,146805
2022-01-13,1,13,3,9,2,0,1,2,1,1,2,3,2,1,1,2,2,1,2,1,1,1,2,1,3,1,2,1,2,1,2,1,1,1,1,2,84,139,144472
2022-01-14,1,14,4,0,-6,1,1,1,2,2,1,1,1,2,1,1,3,1,2,1,1,2,1,3,1,2,1,2,1,1,3,4,2,1,2,2,73,148,189543
2022-01-15,1,15,5,9,2,1,2,3,1,1,2,3,1,2,3,2,2,1,1,2,1,2,1,2,2,2,3,2,2,3,3,2,1,1,3,1,92,167,159629
