date,month,day,weekday,high_temp,low_temp,weather,menu_1_sales,menu_2_sales,menu_3_sales,menu_4_sales,menu_5_sales,menu_6_sales,menu_7_sales,menu_8_sales,menu_9_sales,menu_10_sales,menu_11_sales,menu_12_sales,menu_13_sales,menu_14_sales,menu_15_sales,menu_16_sales,menu_17_sales,menu_18_sales,menu_19_sales,menu_20_sales,menu_21_sales,menu_22_sales,menu_23_sales,menu_24_sales,menu_25_sales,menu_26_sales,menu_27_sales,menu_28_sales,menu_29_sales,menu_30_sales,ice_drink_sales,hot_drink_sales,revenue
2024-03-27,3,27,2,9,0,2,1,1,0,1,1,1,2,0,0,0,1,1,1,0,1,1,1,1,1,2,2,2,1,0,0,2,0,1,3,0,96,79,119958
2024-03-28,3,28,3,5,-4,0,3,1,2,1,3,2,2,4,1,1,2,1,1,1,2,1,2,2,1,1,2,2,1,2,3,3,1,2,2,1,92,119,140105
2024-03-29,3,29,4,6,-3,1,3,1,2,3,1,1,1,1,1,1,2,1,3,2,1,1,2,2,1,1,2,4,2,2,1,2,3,1,1,1,134,95,117902
2024-03-30,3,30,5,13,7,0,1,1,2,2,2,1,1,2,1,2,1,3,2,1,3,2,1,2,1,1,1,1,2,3,1,2,1,1,2,2,105,156,141427
2024-03-31,3,31,6,14,7,0,4,1,2,1,2,1,3,2,3,1,1,1,2,3,1,2,1,3,2,1,3,1,1,1,1,2,1,2,4,1,112,152,148088
2024-04-01,4,1,0,13,7,0,1,1,2,3,3,1,2,1,1,2,2,1,2,3,1,1,1,2,1,1,1,3,1,1,1,4,1,1,2,1,116,116,136767
2024-04-02,4,2,1,15,8,1,1,2,2,2,1,3,2,2,1,1,2,2,3,3,1,1,1,2,3,3,1,2,2,1,2,1,1,1,3,2,142,99,135628
2024-04-03,4,3,2,19,13,1,1,1,2,1,1,1,1,1,1,2,2,3,1,1,2,2,2,1,1,2,2,1,1,1,2,2,2,4,1,2,126,85,183987
2024-04-04,4,4,3,12,2,1,4,2,3,4,2,2,2,3,2,1,1,1,2,1,3,2,2,1,1,2,4,3,1,1,1,3,1,1,2,1,102,124,150075
2024-04-05,4,5,4,16,8,2,0,0,1,0,2,0,1,0,1,1,1,2,1,1,2,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,81,80,107204
2024-04-06,4,6,5,14,4,0,2,1,2,2,3,2,1,2,2,1,4,2,4,1,3,1,1,2,2,1,2,3,1,1,2,2,2,2,1,3,124,136,146969
2024-04-07,4,7,6,18,10,1,1,4,1,2,1,1,2,1,3,1,3,1,1,2,1,1,1,1,2,2,1,3,2,2,1,4,1,1,1,3,147,147,143574
2024-04-08,4,8,0,10,3,2,0,1,1,1,1,0,0,1,0,0,0,2,1,1,2,1,2,3,0,1,0,1,0,1,3,0,1,1,2,0,100,71,117329
2024-04-09,4,9,1,13,4,1,1,1,2,1,1,3,1,1,1,1,1,2,1,3,2,3,2,3,3,1,2,1,2,2,1,1,1,3,1,1,132,112,174856
2024-04-10,4,10,2,19,9,0,2,3,2,1,1,2,1,3,1,1,2,2,2,1,2,1,2,2,2,1,3,2,2,2,2,1,3,3,1,3,125,122,141300
2024-04-11,4,11,3,19,10,0,1,3,4,2,3,1,1,2,2,1,1,1,4,2,1,1,1,1,2,1,1,1,1,1,2,2,2,2,1,2,124,83,158175
2024-04-12,4,12,4,18,9,1,1,1,3,2,2,1,2,3,1,1,1,3,2,3,3,2,4,1,2,2,2,1,1,2,2,1,2,1,1,1,141,104,169405
2024-04-13,4,13,5,13,6,0,1,1,2,2,1,2,1,1,2,1,1,3,2,2,1,1,2,3,2,1,2,2,2,1,1,1,3,4,1,1,155,141,150096
2024-04-14,4,14,6,14,4,0,2,1,2,3,1,2,1,3,2,1,1,2,1,1,1,2,2,3,1,1,1,1,3,2,1,1,1,3,3,3,122,170,155141
2024-04-15,4,15,0,15,8,0,2,2,3,1,2,2,1,2,1,2,3,2,1,1,1,3,2,2,1,3,2,2,2,3,3,2,2,1,2,2,124,103,161461
2024-04-16,4,16,1,10,1,0,3,1,1,2,2,1,2,3,2,1,3,1,1,1,2,1,1,4,1,1,1,2,1,1,4,1,2,1,2,2,119,98,142882
2024-04-17,4,17,2,19,13,1,2,1,1,1,2,4,3,2,3,1,3,1,2,1,1,2,2,2,2,1,2,3,3,2,3,2,1,1,1,1,112,132,134975
2024-04-18,4,18,3,19,10,0,2,1,5,1,3,1,1,1,2,2,3,1,1,1,2,2,2,1,1,2,1,1,3,4,3,1,1,2,3,1,117,101,151013
2024-04-19,4,19,4,18,10,1,3,2,2,1,1,2,2,1,1,1,3,2,1,1,1,2,2,4,1,1,1,4,1,3,1,2,2,1,1,1,89,122,173173
2024-04-20,4,20,5,16,7,2,0,1,0,1,0,0,0,0,0,1,2,0,1,1,1,0,1,0,2,2,1,0,1,0,1,1,0,0,0,3,98,119,142317
2024-04-21,4,21,6,18,11,0,1,1,1,2,1,2,2,3,1,2,3,1,2,1,2,3,2,2,1,3,2,3,1,3,1,2,1,2,1,1,137,119,162300
2024-04-22,4,22,0,14,6,0,1,2,3,1,1,4,1,1,3,2,1,3,1,1,1,3,1,1,4,2,2,2,2,1,2,3,1,2,2,1,96,137,161125
2024-04-23,4,23,1,13,5,0,1,2,3,3,1,1,1,1,2,2,2,1,2,2,1,1,2,1,1,2,1,2,1,2,1,2,1,1,2,3,123,100,134531
2024-04-24,4,24,2,13,4,0,1,1,1,1,1,3,2,2,1,1,1,3,1,2,2,2,1,1,1,1,1,2,2,3,1,1,1,1,3,1,120,105,156071
2024-04-25,4,25,3,18,9,0,3,1,1,1,1,2,1,1,1,3,1,1,3,2,1,2,2,1,1,4,1,3,2,1,3,2,2,2,3,1,117,102,133895
2024-04-26,4,26,4,12,2,2,1,1,0,1,1,0,1,1,2,1,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,2,1,0,83,109,120063
2024-04-27,4,27,5,18,10,0,1,2,1,2,3,3,1,1,3,1,1,3,1,1,1,2,1,1,2,3,1,1,2,3,1,2,1,1,2,2,174,122,168270
2024-04-28,4,28,6,11,1,0,1,3,2,1,1,2,2,2,2,2,3,2,2,1,4,1,2,1,2,1,4,2,1,1,2,4,2,1,3,2,128,146,160264
2024-04-29,4,29,0,17,8,0,2,2,1,3,1,2,1,3,1,2,1,1,3,2,1,1,1,2,1,2,1,2,3,1,2,1,1,1,2,1,100,125,143620
2024-04-30,4,30,1,18,12,0,2,3,1,2,1,2,3,2,2,1,1,1,1,2,1,2,1,3,2,1,1,1,2,1,1,2,2,3,1,1,112,102,172068
2024-05-01,5,1,2,19,9,0,2,2,2,1,1,4,1,1,2,1,2,2,2,1,2,2,2,3,1,2,2,1,3,2,1,1,1,2,3,1,120,103,160104
2024-05-02,5,2,3,18,11,0,3,1,2,1,3,1,3,2,1,4,1,1,2,1,2,1,2,2,2,1,2,2,4,1,1,2,1,1,2,1,106,118,154879
2024-05-03,5,3,4,19,12,0,3,1,1,1,1,3,1,3,1,2,1,1,2,1,4,1,4,1,1,1,1,2,3,1,4,1,1,1,1,2,90,109,118889
2024-05-04,5,4,5,24,18,0,1,2,1,1,3,1,1,2,2,1,1,2,2,2,2,2,1,2,1,1,1,3,2,1,2,2,2,3,1,3,142,131,129733
