date,month,day,weekday,high_temp,low_temp,weather,menu_1_sales,menu_2_sales,menu_3_sales,menu_4_sales,menu_5_sales,menu_6_sales,menu_7_sales,menu_8_sales,menu_9_sales,menu_10_sales,menu_11_sales,menu_12_sales,menu_13_sales,menu_14_sales,menu_15_sales,menu_16_sales,menu_17_sales,menu_18_sales,menu_19_sales,menu_20_sales,menu_21_sales,menu_22_sales,menu_23_sales,menu_24_sales,menu_25_sales,menu_26_sales,menu_27_sales,menu_28_sales,menu_29_sales,menu_30_sales,ice_drink_sales,hot_drink_sales,revenue
2022-01-01,1,1,5,3,-2,0,1,1,2,1,5,1,3,1,1,1,1,2,2,2,2,1,2,2,1,3,1,1,1,2,1,3,4,1,2,4,82,203,147186
2022-01-02,1,2,6,8,1,0,2,2,3,2,1,2,3,1,1,3,1,1,2,1,1,1,1,2,3,1,2,2,2,2,2,2,2,1,2,2,74,183,126627
2022-01-03,1,3,0,1,-6,0,1,3,2,2,2,1,1,2,1,1,1,1,1,2,2,1,1,2,1,2,1,3,2,2,1,2,1,2,2,2,50,139,145434
2022-01-04,1,4,1,4,-3,0,1,2,2,2,1,2,2,2,2,1,2,2,1,1,1,1,2,1,1,1,2,1,2,1,1,1,1,2,2,1,45,176,103252
2022-01-05,1,5,2,4,-3,1,1,1,1,2,1,4,2,3,1,2,2,1,3,1,3,3,1,2,1,3,4,1,2,1,1,1,1,1,2,2,43,137,133063
2022-01-06,1,6,3,7,1,0,1,1,3,1,1,2,2,1,2,1,1,1,1,2,1,2,1,1,1,1,1,2,3,1,2,2,3,2,2,1,52,128,181095
2022-01-07,1,7,4,9,0,0,2,1,1,2,1,1,3,1,2,2,2,2,1,1,3,4,1,1,1,3,1,2,1,1,3,1,1,2,3,2,45,152,157142
2022-01-08,1,8,5,0,-6,0,2,1,1,1,1,2,1,2,2,2,1,1,2,2,2,1,1,2,3,4,1,1,3,2,3,1,2,2,1,3,82,202,107719
2022-01-09,1,9,6,3,-2,1,1,2,2,1,1,1,2,2,3,1,3,2,3,2,1,1,1,3,2,2,2,1,1,2,4,1,2,1,1,1,55,218,155473
2022-01-10,1,10,0,1,-4,0,1,1,3,1,1,2,2,2,2,1,1,1,1,3,2,1,1,1,1,1,1,2,2,2,1,1,1,2,2,1,56,178,165579
2022-01-11,1,11,1,0,-8,0,1,2,2,1,1,1,3,2,2,2,3,1,3,2,1,1,1,3,2,1,1,2,1,1,1,2,2,1,1,2,42,147,103081
