date,revenue_actual,revenue_predicted
2023-04-14,142927,125923.336
2022-05-29,145267,118581.02
2022-10-30,96671,108065.26
2022-12-22,108026,128578.664
2023-05-31,106070,127126.84
2022-09-24,101892,108000.23
2022-03-14,119763,120231.58
2022-03-23,146166,124723.68
2022-05-14,102337,125255.63
2022-12-09,103305,128978.62
2022-12-11,104881,128044.2
2023-12-12,147181,126587.66
2022-03-20,145315,125471.266
2023-03-10,145730,129924.234
2022-07-24,100597,124647.82
2022-03-28,114223,125944.75
2023-04-10,106703,124343.86
2022-02-03,114714,130268.164
2023-08-11,105296,126869.805
2022-04-29,122711,125547.61
2023-01-18,105114,126735.95
2023-03-07,109939,126164.53
2022-09-12,120995,123846.016
2023-04-29,129980,117624.92
2022-07-19,110060,127160.14
2022-08-09,146450,127188.484
2022-10-27,125969,127716.24
2022-02-09,122118,129317.77
2022-08-20,109085,126574.0
2022-12-30,145105,131510.12
2022-12-13,123969,125551.57
2022-09-17,125935,126299.74
2022-02-24,126485,108038.69
2022-03-07,147848,125262.8
2023-03-24,128336,124911.97
2022-07-12,71794,106244.27
2023-01-11,125198,129234.41
2022-04-12,143806,125832.234
2022-01-11,147356,128522.88
2023-09-29,109769,125723.06
2022-12-23,105046,128464.375
2023-12-18,143570,123035.61
2022-06-24,142463,121550.445
2023-10-12,134898,126655.17
2022-07-16,146603,124818.33
2022-10-03,112766,123029.56
2023-05-28,144921,118486.99
2023-03-13,135127,126200.48
2022-08-24,124022,125634.664
2023-06-07,104966,122904.11
2023-03-11,115371,129559.68
2022-04-20,109328,124756.81
2023-11-11,118962,129074.85
2023-11-20,146016,121375.63
2023-11-28,121784,127931.06
2023-08-17,141086,125382.875
2023-03-06,132880,124059.6
2023-04-03,137211,124534.73
2022-08-04,124376,123921.88
2022-07-28,91026,107281.0
2023-12-22,110301,129214.96
2022-08-02,142240,128744.016
2022-06-05,129362,125690.73
2022-08-16,121904,126253.03
2023-02-10,120902,106951.09
2022-12-17,143116,131050.78
2022-03-05,117922,124661.4
2023-09-16,127752,123270.086
2022-03-19,112900,126717.36
2022-02-19,119283,127153.3
2023-04-25,147979,126987.86
2023-11-14,141289,117534.4
2022-11-21,122689,122875.695
2022-04-08,149166,127198.38
2023-07-23,106270,120428.85
2023-02-14,132563,127280.555
2022-01-24,131840,126003.41
2022-08-12,111294,127341.72
2022-12-18,122950,131867.6
2023-03-25,135286,125530.45
2023-05-27,118769,117940.84
2023-03-09,139775,120757.56
2023-01-04,104822,130760.766
2022-09-02,131198,127807.055
2022-09-23,116153,103092.695
2022-10-28,128674,122008.65
2023-08-03,116904,124792.41
2022-05-01,80977,107644.08
2022-01-31,119708,125456.64
2023-08-28,125207,126294.69
2023-11-09,148000,122643.37
2023-03-01,127658,127573.125
2022-12-01,114698,113628.94
2023-02-03,117455,131771.84
2022-06-15,107441,108352.15
2022-12-16,127808,129347.69
2023-09-25,124996,125662.625
2023-06-27,120095,123479.11
2022-06-08,132670,126650.016
2022-03-26,100940,124678.59
2022-03-21,126661,126577.54
2023-06-13,132095,122879.23
2022-10-14,140097,126779.375
2022-11-23,134119,127761.4
2023-12-28,145729,127909.13
2022-02-01,103021,127009.12
2023-02-27,129328,122543.9
2022-09-06,102381,127594.57
2023-12-19,132561,123357.516
2023-02-22,121546,123335.08
2023-04-13,119014,125792.7
2023-07-26,123880,127429.91
2022-02-25,121457,124850.086
2023-08-18,90799,110403.64
2023-05-03,141095,119273.66
2022-12-28,146032,127300.33
2023-08-23,125878,124942.58
2023-03-26,136625,124329.65
2022-03-18,134497,127392.234
2022-01-03,106609,123442.445
2023-04-16,137055,127079.02
2023-05-13,141134,125970.99
2023-06-20,104668,126359.19
2022-03-02,145944,121230.45
2023-12-27,105504,128985.54
2023-03-08,82841,104685.59
2023-01-03,102034,123564.94
2023-04-27,124276,120016.375
2023-08-13,123774,121808.46
2023-11-06,104736,116200.76
2022-06-14,126060,126016.98
2022-08-23,131471,125715.97
2023-06-02,118484,122432.51
2022-04-01,128844,120740.664
2022-12-03,125441,130423.03
2023-08-20,109923,123699.234
2022-03-11,111479,122762.98
2022-07-30,139487,121774.41
2022-05-12,105734,120579.766
2022-02-14,130628,127183.18
2022-03-12,106754,119989.53
2023-02-09,149049,130555.086
2023-01-26,103148,123802.97
2022-08-07,114422,126145.34
2022-05-16,145782,126179.92
2022-09-18,139845,120734.57
